Date and Time,Capel st/Mary street,Grafton st/Monsoon,Henry Street/Coles Lane/Dunnes,Liffey st/Halfpenny Bridge,Mary st/Jervis st,O'Connell St/Pennys,O'Connell st/Princes st North,Westmoreland Street East/Fleet street,Westmoreland Street West/Carrolls
17-04-2016 10:00:00,170,,,0,296,,454,,
17-04-2016 11:00:00,289,,,0,564,,815,,
17-04-2016 12:00:00,367,,,0,630,,973,,
17-04-2016 13:00:00,536,,,0,873,,1212,,
17-04-2016 14:00:00,484,,,0,815,,971,,
17-04-2016 15:00:00,437,,,0,673,,692,,
17-04-2016 16:00:00,464,,,0,602,,720,,
17-04-2016 17:00:00,427,,,0,569,,813,,
17-04-2016 18:00:00,397,,,0,429,,946,,
17-04-2016 19:00:00,281,,,0,235,,811,,
17-04-2016 20:00:00,199,,,0,115,,655,,
17-04-2016 21:00:00,140,,,0,90,,570,,
17-04-2016 22:00:00,126,,,0,57,,429,,
17-04-2016 23:00:00,80,,,0,32,,425,,
18-04-2016 00:00:00,44,,,0,20,,145,,
18-04-2016 01:00:00,15,,,0,7,,74,,
18-04-2016 02:00:00,16,,,0,5,,27,,
18-04-2016 03:00:00,20,,,0,2,,22,,
18-04-2016 04:00:00,21,,,0,11,,15,,
18-04-2016 05:00:00,18,,,0,11,,45,,
18-04-2016 06:00:00,70,,,0,40,,84,,
18-04-2016 07:00:00,136,,,0,65,,414,,
18-04-2016 08:00:00,308,,,0,146,,883,,
18-04-2016 09:00:00,249,,,0,167,,1120,,
18-04-2016 10:00:00,254,,,0,211,,1003,,
18-04-2016 11:00:00,335,,,0,393,,1031,,
18-04-2016 12:00:00,542,,,0,518,,1161,,
18-04-2016 13:00:00,545,,,0,728,,1388,,
18-04-2016 14:00:00,383,,,0,510,,1114,,
18-04-2016 15:00:00,388,,,1,438,,943,,
18-04-2016 16:00:00,414,,,0,324,,1005,,
18-04-2016 17:00:00,450,,,0,464,,1143,,
18-04-2016 18:00:00,369,,,0,388,,1184,,
18-04-2016 19:00:00,293,,,0,228,,872,,
18-04-2016 20:00:00,201,,,0,130,,682,,
18-04-2016 21:00:00,196,,,0,87,,543,,
18-04-2016 22:00:00,127,,,0,53,,417,,
18-04-2016 23:00:00,88,,,0,38,,377,,
19-04-2016 00:00:00,28,,,0,17,,208,,
19-04-2016 01:00:00,12,,,0,9,,90,,
19-04-2016 02:00:00,9,,,0,6,,33,,
19-04-2016 03:00:00,7,,,0,6,,28,,
19-04-2016 04:00:00,8,,,0,12,,19,,
19-04-2016 05:00:00,17,,,0,8,,33,,
19-04-2016 06:00:00,67,,,0,46,,111,,
19-04-2016 07:00:00,122,,,0,78,,428,,
19-04-2016 08:00:00,308,,,0,164,,949,,
19-04-2016 09:00:00,267,,,0,161,,1244,,
19-04-2016 10:00:00,295,,,0,249,,996,,
19-04-2016 11:00:00,357,,,0,285,,1116,,
19-04-2016 12:00:00,558,,,0,461,,1083,,
19-04-2016 13:00:00,663,,,0,571,,1094,,
19-04-2016 14:00:00,461,,,0,359,,936,,
19-04-2016 15:00:00,406,,,0,475,,1122,,
19-04-2016 16:00:00,624,,,0,548,,1491,,
19-04-2016 17:00:00,577,,,0,760,,1415,,
19-04-2016 18:00:00,512,,,0,618,,1505,,
19-04-2016 19:00:00,407,,,0,172,,1320,,
19-04-2016 20:00:00,304,,,0,95,,523,,
19-04-2016 21:00:00,188,,,0,57,,355,,
19-04-2016 22:00:00,140,,,0,60,,351,,
19-04-2016 23:00:00,75,,,0,32,,315,,
20-04-2016 00:00:00,41,,,0,20,,181,,
20-04-2016 01:00:00,58,,,0,4,,67,,
20-04-2016 02:00:00,25,,,0,8,,44,,
20-04-2016 03:00:00,5,,,0,8,,10,,
20-04-2016 04:00:00,5,,,0,8,,22,,
20-04-2016 05:00:00,13,,,0,7,,26,,
20-04-2016 06:00:00,64,,,0,50,,105,,
20-04-2016 07:00:00,121,,,0,72,,435,,
20-04-2016 08:00:00,347,,,0,224,,1038,,
20-04-2016 09:00:00,281,,,0,225,,1290,,
20-04-2016 10:00:00,304,,,0,334,,1205,,
20-04-2016 11:00:00,393,,,0,544,,1170,,
20-04-2016 12:00:00,617,,,0,617,,1436,,
20-04-2016 13:00:00,589,,,0,939,,2115,,
20-04-2016 14:00:00,499,,,0,814,,1705,,
20-04-2016 15:00:00,438,,,0,719,,1428,,
20-04-2016 16:00:00,469,,,0,683,,1743,,
20-04-2016 17:00:00,571,,,0,826,,1586,,
20-04-2016 18:00:00,579,,,0,720,,1605,,
20-04-2016 19:00:00,401,,,0,199,,1478,,
20-04-2016 20:00:00,294,,,0,116,,601,,
20-04-2016 21:00:00,214,,,0,69,,344,,
20-04-2016 22:00:00,163,,,0,52,,328,,
20-04-2016 23:00:00,105,,,0,37,,368,,
21-04-2016 00:00:00,56,,,0,22,,,,
21-04-2016 01:00:00,34,,,0,7,,,,
21-04-2016 02:00:00,20,,,0,6,,,,
21-04-2016 03:00:00,24,,,0,6,,,,
21-04-2016 04:00:00,13,,,0,12,,,,
21-04-2016 05:00:00,13,,,0,8,,,,
21-04-2016 06:00:00,66,,,0,37,,,,
21-04-2016 07:00:00,123,,,0,73,,,,
21-04-2016 08:00:00,256,,,0,209,,,,
21-04-2016 09:00:00,221,,,0,243,,,,
21-04-2016 10:00:00,249,,,0,330,,,,
21-04-2016 11:00:00,323,,,0,469,,,,
21-04-2016 12:00:00,530,,,0,624,,,,
21-04-2016 13:00:00,612,,,0,812,,,,
21-04-2016 14:00:00,416,,,0,669,,,,
21-04-2016 15:00:00,377,,,0,524,,,,
21-04-2016 16:00:00,496,,,0,454,,,,
21-04-2016 17:00:00,515,,,0,456,,,,
21-04-2016 18:00:00,490,,,0,415,,,,
21-04-2016 19:00:00,415,,,0,330,,,,
21-04-2016 20:00:00,358,,,0,209,,,,
21-04-2016 21:00:00,210,,,0,119,,,,
21-04-2016 22:00:00,181,,,0,66,,,,
21-04-2016 23:00:00,156,,,0,35,,,,
22-04-2016 00:00:00,71,,,0,22,,,,
22-04-2016 01:00:00,33,,,0,10,,,,
22-04-2016 02:00:00,28,,,0,8,,,,
22-04-2016 03:00:00,16,,,0,11,,,,
22-04-2016 04:00:00,14,,,0,3,,,,
22-04-2016 05:00:00,21,,,0,20,,,,
22-04-2016 06:00:00,85,,,0,46,,,,
22-04-2016 07:00:00,144,,,0,51,,,,
22-04-2016 08:00:00,305,,,0,131,,,,
22-04-2016 09:00:00,264,,,0,200,,,,
22-04-2016 10:00:00,333,,,0,377,,,,
22-04-2016 11:00:00,375,,,0,439,,,,
22-04-2016 12:00:00,570,,,0,561,,,,
22-04-2016 13:00:00,690,,,0,921,,,,
22-04-2016 14:00:00,482,,,0,842,,,,
22-04-2016 15:00:00,482,,,0,872,,,,
22-04-2016 16:00:00,574,,,0,573,,,,
22-04-2016 17:00:00,669,,,0,695,,,,
22-04-2016 18:00:00,551,,,0,395,,,,
22-04-2016 19:00:00,526,,,0,187,,,,
22-04-2016 20:00:00,297,,,0,74,,,,
22-04-2016 21:00:00,275,,,0,69,,,,
22-04-2016 22:00:00,235,,,0,59,,,,
22-04-2016 23:00:00,156,,,0,47,,,,
23-04-2016 00:00:00,131,,,0,25,,,,
23-04-2016 01:00:00,80,,,0,6,,,,
23-04-2016 02:00:00,46,,,0,17,,,,
23-04-2016 03:00:00,58,,,0,8,,,,
23-04-2016 04:00:00,35,,,0,7,,,,
23-04-2016 05:00:00,18,,,0,16,,,,
23-04-2016 06:00:00,72,,,0,16,,,,
23-04-2016 07:00:00,42,,,0,32,,,,
23-04-2016 08:00:00,86,,,0,57,,,,
23-04-2016 09:00:00,192,,,0,168,,,,
23-04-2016 10:00:00,371,,,0,435,,,,
23-04-2016 11:00:00,418,,,0,681,,,,
23-04-2016 12:00:00,524,,,0,807,,,,
23-04-2016 13:00:00,579,,,0,850,,,,
23-04-2016 14:00:00,572,,,0,845,,,,
23-04-2016 15:00:00,598,,,0,880,,,,
23-04-2016 16:00:00,605,,,0,816,,,,
23-04-2016 17:00:00,567,,,0,609,,,,
23-04-2016 18:00:00,574,,,0,336,,,,
23-04-2016 19:00:00,475,,,0,269,,,,
23-04-2016 20:00:00,317,,,0,143,,,,
23-04-2016 21:00:00,233,,,0,70,,,,
23-04-2016 22:00:00,173,,,0,63,,,,
23-04-2016 23:00:00,164,,,0,33,,,,
24-04-2016 00:00:00,111,,,0,15,,,,
24-04-2016 01:00:00,142,,,0,36,,,,
24-04-2016 02:00:00,91,,,0,37,,,,
24-04-2016 03:00:00,41,,,0,14,,,,
24-04-2016 04:00:00,29,,,0,17,,,,
24-04-2016 05:00:00,26,,,0,14,,,,
24-04-2016 06:00:00,36,,,0,11,,,,
24-04-2016 07:00:00,78,,,0,35,,,,
24-04-2016 08:00:00,91,,,0,28,,,,
24-04-2016 09:00:00,357,,,0,86,,,,
24-04-2016 10:00:00,193,,,0,245,,,,
24-04-2016 11:00:00,280,,,0,438,,,,
24-04-2016 12:00:00,381,,,0,575,,,,
24-04-2016 13:00:00,459,,,0,536,,,,
24-04-2016 14:00:00,467,,,0,553,,,,
24-04-2016 15:00:00,452,,,0,564,,,,
24-04-2016 16:00:00,471,,,0,538,,,,
24-04-2016 17:00:00,472,,,0,438,,,,
24-04-2016 18:00:00,476,,,0,286,,,,
24-04-2016 19:00:00,388,,,0,145,,,,
24-04-2016 20:00:00,247,,,0,84,,,,
24-04-2016 21:00:00,169,,,0,73,,,,
24-04-2016 22:00:00,240,,,0,54,,,,
24-04-2016 23:00:00,346,,,0,36,,,,
25-04-2016 00:00:00,112,,,0,16,,,,
25-04-2016 01:00:00,24,,,0,6,,,,
25-04-2016 02:00:00,20,,,0,4,,,,
25-04-2016 03:00:00,10,,,0,8,,,,
25-04-2016 04:00:00,15,,,0,6,,,,
25-04-2016 05:00:00,17,,,2,12,,,,
25-04-2016 06:00:00,66,,,0,31,,,,
25-04-2016 07:00:00,120,,,0,55,,,,
25-04-2016 08:00:00,291,,,0,122,,,,
25-04-2016 09:00:00,248,,,6,128,,,,
25-04-2016 10:00:00,266,,,0,193,,,,
25-04-2016 11:00:00,378,,,0,341,,,,
25-04-2016 12:00:00,620,,,0,525,,,,
25-04-2016 13:00:00,656,,,0,800,,,,
25-04-2016 14:00:00,429,,,0,556,,,,
25-04-2016 15:00:00,410,,,8,544,,,,
25-04-2016 16:00:00,480,,,0,342,,,,
25-04-2016 17:00:00,540,,,0,369,,,,
25-04-2016 18:00:00,437,,,0,265,,,,
25-04-2016 19:00:00,316,,,0,120,,,,
25-04-2016 20:00:00,247,,,0,83,,,,
25-04-2016 21:00:00,203,,,0,75,,,,
25-04-2016 22:00:00,137,,,0,40,,,,
25-04-2016 23:00:00,87,,,0,30,,,,
26-04-2016 00:00:00,41,,,0,11,,,,
26-04-2016 01:00:00,11,,,0,4,,,,
26-04-2016 02:00:00,8,,,0,4,,,,
26-04-2016 03:00:00,9,,,0,8,,,,
26-04-2016 04:00:00,13,,,0,8,,,,
26-04-2016 05:00:00,11,,,0,14,,,,
26-04-2016 06:00:00,64,,,3,42,,,,
26-04-2016 07:00:00,108,,,0,79,,,,
26-04-2016 08:00:00,310,,,0,206,,,,
26-04-2016 09:00:00,243,,,72,137,,,,
26-04-2016 10:00:00,270,,,23,218,,,,
26-04-2016 11:00:00,408,,,0,389,,,,
26-04-2016 12:00:00,482,,,0,377,,,,
26-04-2016 13:00:00,603,,,0,806,,,,
26-04-2016 14:00:00,232,,,0,540,,,,
26-04-2016 15:00:00,431,,,0,623,,,,
26-04-2016 16:00:00,544,,,0,457,,,,
26-04-2016 17:00:00,527,,,0,437,,,,
26-04-2016 18:00:00,484,,,0,378,,,,
26-04-2016 19:00:00,302,,,0,137,,,,
26-04-2016 20:00:00,264,,,0,92,,,,
26-04-2016 21:00:00,197,,,0,41,,,,
26-04-2016 22:00:00,146,,,0,47,,,,
26-04-2016 23:00:00,106,,,0,29,,,,
27-04-2016 00:00:00,37,,,0,8,,,,
27-04-2016 01:00:00,14,,,0,13,,,,
27-04-2016 02:00:00,6,,,0,3,,,,
27-04-2016 03:00:00,10,,,0,6,,,,
27-04-2016 04:00:00,4,,,0,6,,,,
27-04-2016 05:00:00,12,,,0,13,,,,
27-04-2016 06:00:00,79,,,0,34,,,,
27-04-2016 07:00:00,127,,,0,87,,,,
27-04-2016 08:00:00,322,,,0,176,,,,
27-04-2016 09:00:00,259,,,0,253,,,,
27-04-2016 10:00:00,308,,,0,331,,,,
27-04-2016 11:00:00,359,,,0,414,,,,
27-04-2016 12:00:00,571,,,0,509,,,,
27-04-2016 13:00:00,652,,,0,739,,,,
27-04-2016 14:00:00,453,,,0,417,,,,
27-04-2016 15:00:00,450,,,0,556,,,,
27-04-2016 16:00:00,461,,,0,445,,,,
27-04-2016 17:00:00,474,,,0,344,,,,
27-04-2016 18:00:00,500,,,0,364,,,,
27-04-2016 19:00:00,393,,,0,170,,,,
27-04-2016 20:00:00,314,,,0,125,,,,
27-04-2016 21:00:00,207,,,0,82,,,,
27-04-2016 22:00:00,152,,,0,69,,,,
27-04-2016 23:00:00,80,,,0,31,,,,
28-04-2016 00:00:00,32,,,0,18,,,,
28-04-2016 01:00:00,24,,,0,14,,,,
28-04-2016 02:00:00,23,,,0,11,,,,
28-04-2016 03:00:00,11,,,0,16,,,,
28-04-2016 04:00:00,10,,,0,5,,,,
28-04-2016 05:00:00,20,,,0,13,,,,
28-04-2016 06:00:00,492,,,0,46,,,,
28-04-2016 07:00:00,112,,,0,54,,,,
28-04-2016 08:00:00,266,,,0,129,,,,
28-04-2016 09:00:00,246,,,0,207,171,,,
28-04-2016 10:00:00,287,,,0,235,166,,,
28-04-2016 11:00:00,366,,,0,354,0,,,
28-04-2016 12:00:00,446,,,0,278,0,,,
28-04-2016 13:00:00,370,,,0,562,19,,,
28-04-2016 14:00:00,414,,,0,434,135,,,
28-04-2016 15:00:00,403,,,0,518,1,,,
28-04-2016 16:00:00,500,,,0,361,0,,,
28-04-2016 17:00:00,497,,,0,347,0,,,
28-04-2016 18:00:00,459,,,0,298,0,,,
28-04-2016 19:00:00,388,,,0,261,0,,,
28-04-2016 20:00:00,274,,,0,173,0,,,
28-04-2016 21:00:00,235,,,0,97,0,,,
28-04-2016 22:00:00,183,,,0,59,0,,,
28-04-2016 23:00:00,106,,,0,45,0,,,
29-04-2016 00:00:00,44,,,0,21,0,,,
29-04-2016 01:00:00,30,,,0,8,0,,,
29-04-2016 02:00:00,40,,,0,6,0,,,
29-04-2016 03:00:00,32,,,0,8,1,,,
29-04-2016 04:00:00,11,,,0,4,0,,,
29-04-2016 05:00:00,16,,,0,18,21,,,
29-04-2016 06:00:00,69,,,0,36,0,,,
29-04-2016 07:00:00,99,,,0,61,0,,,
29-04-2016 08:00:00,260,,,0,121,0,,,
29-04-2016 09:00:00,264,,,0,215,0,,,
29-04-2016 10:00:00,300,,,0,305,0,,,
29-04-2016 11:00:00,402,,,0,601,0,,,
29-04-2016 12:00:00,630,,,0,755,0,,,
29-04-2016 13:00:00,688,,,0,1032,0,,,
29-04-2016 14:00:00,529,,,0,764,0,,,
29-04-2016 15:00:00,494,,,0,648,0,,,
29-04-2016 16:00:00,540,,,0,703,0,,,
29-04-2016 17:00:00,554,,,0,447,0,,,
29-04-2016 18:00:00,594,,,0,351,0,,,
29-04-2016 19:00:00,493,,,0,270,0,,,
29-04-2016 20:00:00,386,,,0,150,0,,,
29-04-2016 21:00:00,314,,,0,101,0,,,
29-04-2016 22:00:00,221,,,0,100,0,,,
29-04-2016 23:00:00,191,,,0,41,0,,,
30-04-2016 00:00:00,138,,,0,30,0,,,
30-04-2016 01:00:00,88,,,0,17,0,,,
30-04-2016 02:00:00,46,,,0,21,0,,,
30-04-2016 03:00:00,48,,,0,30,0,,,
30-04-2016 04:00:00,29,,,0,7,0,,,
30-04-2016 05:00:00,22,,,0,27,0,,,
30-04-2016 06:00:00,54,,,0,22,0,,,
30-04-2016 07:00:00,44,,,0,31,0,,,
30-04-2016 08:00:00,66,,,0,52,0,,,
30-04-2016 09:00:00,191,,,0,147,0,,,
30-04-2016 10:00:00,283,,,0,358,0,,,
30-04-2016 11:00:00,437,,,0,578,0,,,
30-04-2016 12:00:00,552,,,0,820,0,,,
30-04-2016 13:00:00,637,,,0,915,0,,,
30-04-2016 14:00:00,630,,,0,759,0,,,
30-04-2016 15:00:00,587,,,0,785,0,,,
30-04-2016 16:00:00,527,,,0,579,0,,,
30-04-2016 17:00:00,470,,,0,441,0,,,
30-04-2016 18:00:00,513,,,0,286,0,,,
30-04-2016 19:00:00,469,,,0,168,0,,,
30-04-2016 20:00:00,318,,,0,115,0,,,
30-04-2016 21:00:00,250,,,0,51,0,,,
30-04-2016 22:00:00,274,,,0,36,0,,,
30-04-2016 23:00:00,197,,,0,48,0,,,
01-05-2016 00:00:00,143,,,0,28,0,,,
01-05-2016 01:00:00,109,,,0,18,0,,,
01-05-2016 02:00:00,41,,,0,32,0,,,
01-05-2016 03:00:00,56,,,0,20,0,,,
01-05-2016 04:00:00,46,,,0,15,0,,,
01-05-2016 05:00:00,16,,,0,6,0,,,
01-05-2016 06:00:00,19,,,0,19,0,,,
01-05-2016 07:00:00,20,,,0,18,0,,,
01-05-2016 08:00:00,46,,,0,21,0,,,
01-05-2016 09:00:00,103,,,0,43,0,,,
01-05-2016 10:00:00,136,,,0,132,0,,,
01-05-2016 11:00:00,222,,,0,236,0,,,
01-05-2016 12:00:00,304,,,0,366,0,,,
01-05-2016 13:00:00,482,,,0,527,0,,,
01-05-2016 14:00:00,461,,,0,509,0,,,
01-05-2016 15:00:00,427,,,0,510,0,,,
01-05-2016 16:00:00,487,,,0,443,0,,,
01-05-2016 17:00:00,454,,,0,350,0,,,
01-05-2016 18:00:00,460,,,0,295,0,,,
01-05-2016 19:00:00,386,,,0,142,0,,,
01-05-2016 20:00:00,277,,,0,114,0,,,
01-05-2016 21:00:00,238,,,0,53,0,,,
01-05-2016 22:00:00,162,,,0,38,0,,,
01-05-2016 23:00:00,165,,,0,31,0,,,
02-05-2016 00:00:00,100,,,0,21,0,,,
02-05-2016 01:00:00,95,,,0,7,0,,,
02-05-2016 02:00:00,46,,,0,3,0,,,
02-05-2016 03:00:00,61,,,0,20,0,,,
02-05-2016 04:00:00,49,,,0,18,0,,,
02-05-2016 05:00:00,19,,,0,13,0,,,
02-05-2016 06:00:00,25,,,0,7,0,,,
02-05-2016 07:00:00,42,,,0,14,0,,,
02-05-2016 08:00:00,58,,,0,29,0,,,
02-05-2016 09:00:00,113,,,50,49,0,,,
02-05-2016 10:00:00,184,,,0,135,0,,,
02-05-2016 11:00:00,300,,,0,344,0,,,
02-05-2016 12:00:00,360,,,0,495,0,,,
02-05-2016 13:00:00,390,,,0,557,0,,,
02-05-2016 14:00:00,434,,,0,710,0,,,
02-05-2016 15:00:00,429,,,1,574,0,,,
02-05-2016 16:00:00,381,,,1,450,0,,,
02-05-2016 17:00:00,374,,,0,503,0,,,
02-05-2016 18:00:00,402,,,0,460,0,,,
02-05-2016 19:00:00,295,,,0,165,0,,,
02-05-2016 20:00:00,198,,,0,58,0,,,
02-05-2016 21:00:00,159,,,0,49,0,,,
02-05-2016 22:00:00,157,,,0,82,0,,,
02-05-2016 23:00:00,72,,,0,20,0,,,
03-05-2016 00:00:00,46,,,0,5,0,,,
03-05-2016 01:00:00,18,,,0,9,0,,,
03-05-2016 02:00:00,11,,,0,5,0,,,
03-05-2016 03:00:00,9,,,0,4,0,,,
03-05-2016 04:00:00,15,,,0,5,0,,,
03-05-2016 05:00:00,16,,,6,13,0,,,
03-05-2016 06:00:00,91,,,0,37,0,,,
03-05-2016 07:00:00,127,,,0,65,0,,,
03-05-2016 08:00:00,351,,,0,153,0,,,
03-05-2016 09:00:00,236,,,0,179,0,,,
03-05-2016 10:00:00,268,,,0,301,0,,,
03-05-2016 11:00:00,351,,,0,434,0,,,
03-05-2016 12:00:00,604,,,0,623,0,,,
03-05-2016 13:00:00,174,,,0,849,0,,,
03-05-2016 14:00:00,548,,,0,534,0,,,
03-05-2016 15:00:00,491,,,0,514,0,,,
03-05-2016 16:00:00,439,,,0,339,0,,,
03-05-2016 17:00:00,33,,,0,266,0,,,
03-05-2016 18:00:00,505,,,0,253,0,,,
03-05-2016 19:00:00,374,,,0,107,0,,,
03-05-2016 20:00:00,271,,,0,70,0,,,
03-05-2016 21:00:00,220,,,0,78,0,,,
03-05-2016 22:00:00,163,,,0,60,0,,,
03-05-2016 23:00:00,84,,,0,19,0,,,
04-05-2016 00:00:00,35,,,0,14,0,,,
04-05-2016 01:00:00,21,,,0,7,0,,,
04-05-2016 02:00:00,11,,,0,3,0,,,
04-05-2016 03:00:00,6,,,0,5,0,,,
04-05-2016 04:00:00,9,,,0,12,0,,,
04-05-2016 05:00:00,12,,,1,8,0,,,
04-05-2016 06:00:00,68,,,0,38,0,,,
04-05-2016 07:00:00,123,,,1,57,0,,,
04-05-2016 08:00:00,293,,,0,134,0,,,
04-05-2016 09:00:00,231,,,0,187,0,,,
04-05-2016 10:00:00,267,,,0,177,0,,,
04-05-2016 11:00:00,339,,,0,321,0,,,
04-05-2016 12:00:00,247,,,0,457,0,,,
04-05-2016 13:00:00,372,,,0,817,0,,,
04-05-2016 14:00:00,450,,,0,786,0,,,
04-05-2016 15:00:00,379,,,0,545,0,,,
04-05-2016 16:00:00,535,,,0,356,0,,,
04-05-2016 17:00:00,649,,,0,528,0,,,
04-05-2016 18:00:00,497,,,0,457,0,,,
04-05-2016 19:00:00,366,,,0,161,0,,,
04-05-2016 20:00:00,291,,,0,50,0,,,
04-05-2016 21:00:00,241,,,0,41,0,,,
04-05-2016 22:00:00,188,,,0,48,0,,,
04-05-2016 23:00:00,122,,,0,43,0,,,
05-05-2016 00:00:00,54,,,0,22,0,,,
05-05-2016 01:00:00,23,,,0,4,0,,,
05-05-2016 02:00:00,13,,,0,3,0,,,
05-05-2016 03:00:00,10,,,0,3,0,,,
05-05-2016 04:00:00,16,,,0,11,0,,,
05-05-2016 05:00:00,18,,,0,13,0,,,
05-05-2016 06:00:00,60,,,1,36,0,,,
05-05-2016 07:00:00,116,,,0,54,0,,,
05-05-2016 08:00:00,283,,,0,140,71,,,
05-05-2016 09:00:00,251,,,0,179,0,,,
05-05-2016 10:00:00,278,,,1,264,0,,,
05-05-2016 11:00:00,339,,,7,354,0,,,
05-05-2016 12:00:00,496,,,0,378,0,,,
05-05-2016 13:00:00,637,,,0,546,0,,,
05-05-2016 14:00:00,456,,,0,545,0,,,
05-05-2016 15:00:00,361,,,0,443,0,,,
05-05-2016 16:00:00,435,,,0,428,0,,,
05-05-2016 17:00:00,490,,,0,459,0,,,
05-05-2016 18:00:00,508,,,0,348,0,,,
05-05-2016 19:00:00,388,,,0,255,0,,,
05-05-2016 20:00:00,305,,,0,130,0,,,
05-05-2016 21:00:00,219,,,0,84,0,,,
05-05-2016 22:00:00,153,,,0,60,0,,,
05-05-2016 23:00:00,88,,,0,30,0,,,
06-05-2016 00:00:00,61,,,0,19,0,,0,0
06-05-2016 01:00:00,22,,,0,9,0,,0,0
06-05-2016 02:00:00,14,,,0,6,0,,0,0
06-05-2016 03:00:00,27,,,0,12,0,,46,2
06-05-2016 04:00:00,16,,,0,8,0,,0,0
06-05-2016 05:00:00,23,,,0,9,2,,1,0
06-05-2016 06:00:00,65,,,0,30,0,,4,0
06-05-2016 07:00:00,106,,,0,75,0,,0,0
06-05-2016 08:00:00,292,,,0,121,0,,0,0
06-05-2016 09:00:00,264,,,4,159,4,,199,931
06-05-2016 10:00:00,337,,,1,266,1,,452,2422
06-05-2016 11:00:00,369,,,98,458,3,,624,2599
06-05-2016 12:00:00,580,,,1214,485,0,,848,3672
06-05-2016 13:00:00,602,,,1727,686,2924,,920,3714
06-05-2016 14:00:00,496,,,1722,604,7266,,766,3732
06-05-2016 15:00:00,451,,,1568,462,7277,,834,3214
06-05-2016 16:00:00,548,,,1755,455,7662,,1113,3963
06-05-2016 17:00:00,588,,,1915,595,7787,,1495,4014
06-05-2016 18:00:00,534,,,1908,464,7678,,998,4025
06-05-2016 19:00:00,442,,,1225,260,7645,,745,3336
06-05-2016 20:00:00,351,,,1112,111,7141,,596,2440
06-05-2016 21:00:00,261,,,674,77,7017,,460,1974
06-05-2016 22:00:00,229,,,558,47,5821,,514,2083
06-05-2016 23:00:00,160,,,519,45,5420,,443,2126
07-05-2016 00:00:00,113,,,375,16,4531,,382,1557
07-05-2016 01:00:00,98,,,383,17,3895,,257,1233
07-05-2016 02:00:00,35,,,208,7,1506,,112,899
07-05-2016 03:00:00,39,,,195,17,1223,187,109,1162
07-05-2016 04:00:00,32,,,46,16,702,71,68,284
07-05-2016 05:00:00,32,,,18,10,444,60,17,125
07-05-2016 06:00:00,315,,,48,31,923,89,45,389
07-05-2016 07:00:00,52,,,88,24,787,228,77,652
07-05-2016 08:00:00,65,,,175,43,1263,403,144,1564
07-05-2016 09:00:00,145,,,405,56,3992,540,312,2105
07-05-2016 10:00:00,244,,,547,106,4322,757,268,2163
07-05-2016 11:00:00,316,,,894,232,5330,976,391,3127
07-05-2016 12:00:00,449,,,1335,403,6213,1204,651,3084
07-05-2016 13:00:00,529,,,1693,646,6517,1375,667,3729
07-05-2016 14:00:00,310,,,1967,671,6568,1499,639,3298
07-05-2016 15:00:00,526,,,2118,568,6606,1453,624,3525
07-05-2016 16:00:00,590,,,2053,678,7139,1385,843,3632
07-05-2016 17:00:00,601,,,2085,525,6661,1398,689,3869
07-05-2016 18:00:00,445,,,1546,342,7280,1226,614,2911
07-05-2016 19:00:00,397,,,1083,228,6513,1235,740,2770
07-05-2016 20:00:00,292,,,988,146,6082,1019,386,2510
07-05-2016 21:00:00,253,,,734,80,6417,829,308,3075
07-05-2016 22:00:00,219,,,547,56,6599,702,408,2445
07-05-2016 23:00:00,161,,,627,31,6172,611,420,1778
08-05-2016 00:00:00,166,,,495,25,4978,315,307,1471
08-05-2016 01:00:00,126,,,316,13,4940,256,159,1327
08-05-2016 02:00:00,66,,,236,15,3383,208,223,1465
08-05-2016 03:00:00,68,,,238,10,3308,174,308,1411
08-05-2016 04:00:00,74,,,86,7,1514,75,140,379
08-05-2016 05:00:00,24,,,23,10,1317,50,93,109
08-05-2016 06:00:00,18,,,26,11,976,122,29,208
08-05-2016 07:00:00,35,,,62,22,1326,174,63,300
08-05-2016 08:00:00,50,,,65,24,3167,289,103,530
08-05-2016 09:00:00,119,,,139,46,6956,576,154,1007
08-05-2016 10:00:00,195,,,395,113,7447,827,284,1439
08-05-2016 11:00:00,261,,,742,381,4101,914,297,2335
08-05-2016 12:00:00,406,,,1021,600,4948,1178,384,2939
08-05-2016 13:00:00,457,,,1385,777,5045,1484,583,3487
08-05-2016 14:00:00,486,,,1493,877,5829,1400,602,2800
08-05-2016 15:00:00,486,,,917,814,5907,1386,639,2940
08-05-2016 16:00:00,449,,,1757,538,5754,1421,772,3383
08-05-2016 17:00:00,402,,,1417,333,5749,986,575,3483
08-05-2016 18:00:00,345,,,1278,294,6438,794,511,3068
08-05-2016 19:00:00,158,,,827,144,6342,642,382,2365
08-05-2016 20:00:00,281,,,597,72,5454,600,314,2087
08-05-2016 21:00:00,218,,,457,52,4707,560,233,1627
08-05-2016 22:00:00,164,,,357,45,4204,430,204,1508
08-05-2016 23:00:00,113,,,211,28,3165,256,150,847
09-05-2016 00:00:00,31,0,,85,8,2247,153,100,510
09-05-2016 01:00:00,25,0,,49,8,1284,45,31,214
09-05-2016 02:00:00,12,0,,14,1,1757,33,26,133
09-05-2016 03:00:00,,0,,17,4,1296,0,28,145
09-05-2016 04:00:00,,0,,8,12,649,,7,115
09-05-2016 05:00:00,,0,,13,13,798,,30,184
09-05-2016 06:00:00,,27,,68,20,2864,,99,552
