Date and Time,Capel st/Mary street,Grafton st/Monsoon,Henry Street/Coles Lane/Dunnes,Liffey st/Halfpenny Bridge,Mary st/Jervis st,O'Connell St/Pennys,O'Connell st/Princes st North,Westmoreland Street East/Fleet street,Westmoreland Street West/Carrolls
18/06/2018 18:00,522,2792,3696,7,618,2424,1697,1004,1068
18/06/2018 19:00,369,1374,2077,541,300,1584,1175,608,769
18/06/2018 20:00,284,747,1181,827,193,1249,901,422,652
18/06/2018 21:00,223,203,907,504,125,967,786,416,684
18/06/2018 22:00,141,639,408,382,96,818,630,259,570
18/06/2018 23:00,71,276,209,535,48,502,393,197,404
19/06/2018 00:00,47,265,93,199,24,215,153,105,160
19/06/2018 01:00,21,270,58,64,11,124,85,47,127
19/06/2018 02:00,7,386,59,37,18,81,48,41,120
19/06/2018 03:00,14,230,46,44,10,67,30,21,75
19/06/2018 04:00,8,102,50,8,20,65,30,22,50
19/06/2018 05:00,24,133,114,20,20,103,127,23,75
19/06/2018 06:00,83,402,366,215,79,385,460,211,389
19/06/2018 07:00,114,1022,766,409,149,763,925,441,708
19/06/2018 08:00,303,2211,1880,750,337,1704,1572,838,1125
19/06/2018 09:00,253,1808,2226,688,363,1714,1310,624,938
19/06/2018 10:00,275,1691,2657,639,305,1674,1268,559,761
19/06/2018 11:00,368,2223,3436,704,466,2210,1377,605,857
19/06/2018 12:00,585,3238,4200,0,713,2852,1833,929,1113
19/06/2018 13:00,731,4026,5338,0,966,3533,2019,939,1531
19/06/2018 14:00,461,3225,4553,252,705,3028,1701,811,1366
19/06/2018 15:00,532,2916,4558,1454,650,3106,1601,871,1220
19/06/2018 16:00,541,3236,4792,1554,709,3100,1735,1063,1499
19/06/2018 17:00,538,2923,5477,1553,680,3586,1828,1581,1794
19/06/2018 18:00,550,2719,4495,1457,531,2938,1911,1188,1276
19/06/2018 19:00,482,2632,2513,1038,256,1922,1341,799,1093
19/06/2018 20:00,301,1507,1369,754,130,1410,1126,533,1099
19/06/2018 21:00,260,1108,841,600,101,1180,821,413,878
19/06/2018 22:00,168,883,522,417,102,921,715,401,769
19/06/2018 23:00,97,777,229,256,59,669,473,251,498
20/06/2018 00:00,66,492,91,209,34,264,187,141,236
20/06/2018 01:00,36,313,113,50,16,163,80,37,141
20/06/2018 02:00,13,271,42,13,10,116,60,39,88
20/06/2018 03:00,14,271,39,31,4,81,25,16,65
20/06/2018 04:00,11,130,51,7,18,78,27,22,57
20/06/2018 05:00,17,150,88,14,26,106,114,51,29
20/06/2018 06:00,108,345,294,100,58,416,454,148,287
20/06/2018 07:00,110,771,734,265,109,686,906,373,545
20/06/2018 08:00,270,1542,1692,719,218,1523,1495,722,783
20/06/2018 09:00,286,1336,2035,600,244,1461,1286,636,590
20/06/2018 10:00,304,1463,2733,765,224,1713,1244,533,587
20/06/2018 11:00,333,2439,3473,979,416,2165,1405,632,821
20/06/2018 12:00,606,3167,4397,1419,621,2634,1711,802,1070
20/06/2018 13:00,700,4220,4996,1686,832,3263,1871,807,1336
20/06/2018 14:00,577,2815,4592,1572,649,2678,1662,825,1218
20/06/2018 15:00,474,2969,4784,1573,556,2868,1570,944,1093
20/06/2018 16:00,517,3063,4549,1564,521,2983,1750,1101,1135
20/06/2018 17:00,608,3788,4898,1749,595,3294,2062,1429,1122
20/06/2018 18:00,679,3243,4229,1632,537,2771,1840,1197,957
20/06/2018 19:00,531,2036,2548,1648,312,1819,1506,811,928
20/06/2018 20:00,418,1308,1413,799,180,1313,1165,567,633
20/06/2018 21:00,307,1107,842,544,138,1054,955,564,808
20/06/2018 22:00,221,889,470,571,101,804,678,418,688
20/06/2018 23:00,116,673,271,709,68,593,437,286,489
21/06/2018 00:00,59,538,150,269,34,248,190,171,211
21/06/2018 01:00,30,346,47,115,25,133,68,91,123
21/06/2018 02:00,23,280,54,97,12,114,40,113,130
21/06/2018 03:00,475,253,61,43,11,77,31,23,69
21/06/2018 04:00,15,159,114,17,12,92,38,19,48
21/06/2018 05:00,20,128,113,25,17,102,97,35,97
21/06/2018 06:00,86,395,324,344,76,382,483,183,411
21/06/2018 07:00,137,944,836,673,179,810,905,417,733
21/06/2018 08:00,292,2195,2010,987,446,1880,1522,761,1222
21/06/2018 09:00,296,2069,2569,694,455,1796,1305,656,1061
21/06/2018 10:00,337,2221,3598,879,198,2161,1395,645,1258
21/06/2018 11:00,364,2753,4317,1165,530,2668,1469,641,1629
21/06/2018 12:00,631,3986,5564,1631,888,3265,1810,862,1709
21/06/2018 13:00,735,4948,5832,1853,1203,3432,2113,1052,1498
21/06/2018 14:00,542,3690,4911,1601,755,2846,1840,1027,1055
21/06/2018 15:00,523,3411,5262,1857,681,3039,1517,966,1170
21/06/2018 16:00,512,3594,5191,2085,629,3137,1919,1300,1024
21/06/2018 17:00,545,4054,6132,2267,922,3693,2281,1682,1279
21/06/2018 18:00,614,847,5648,2192,1033,3286,2206,1306,1123
21/06/2018 19:00,492,1766,3279,1775,603,2422,1694,935,1180
21/06/2018 20:00,383,2230,2328,1436,329,1818,1345,738,582
21/06/2018 21:00,296,1532,1470,1060,191,1498,1185,753,800
21/06/2018 22:00,242,1285,657,628,108,1125,848,574,894
21/06/2018 23:00,167,1197,453,721,68,905,641,444,720
22/06/2018 00:00,96,751,141,191,48,331,251,183,290
22/06/2018 01:00,40,627,70,100,18,198,110,82,186
22/06/2018 02:00,23,591,68,69,17,213,112,74,158
22/06/2018 03:00,520,552,58,53,10,177,81,40,163
22/06/2018 04:00,10,230,52,46,22,113,29,23,84
22/06/2018 05:00,23,138,104,31,22,146,85,43,100
22/06/2018 06:00,57,385,319,205,70,422,511,183,409
22/06/2018 07:00,120,843,829,487,209,782,1005,383,747
22/06/2018 08:00,333,1652,2008,1232,396,1749,824,768,1357
22/06/2018 09:00,286,1508,2527,1864,442,1831,1282,589,1081
22/06/2018 10:00,321,2081,3763,1001,446,2236,1488,526,1281
22/06/2018 11:00,405,2898,4558,1195,701,2723,1506,672,1568
22/06/2018 12:00,651,4203,5368,1503,943,3165,1936,870,1809
22/06/2018 13:00,767,5135,5753,1606,1109,3490,2232,971,1583
22/06/2018 14:00,606,3439,5149,280,885,2960,1858,1178,1087
22/06/2018 15:00,649,4235,5320,967,796,2974,2184,1290,1408
22/06/2018 16:00,598,4922,5884,1949,988,0,2239,1516,1633
22/06/2018 17:00,580,5569,6430,1985,1102,0,2465,1482,1398
22/06/2018 18:00,599,4973,5024,1829,970,0,2090,1079,1371
22/06/2018 19:00,511,3444,3012,1516,636,0,1730,924,1107
22/06/2018 20:00,408,2425,1988,1105,313,1060,1397,871,1074
22/06/2018 21:00,332,1629,1299,878,147,1448,1220,774,1191
22/06/2018 22:00,318,1292,742,781,112,1236,960,673,1271
22/06/2018 23:00,210,1209,507,731,80,1004,842,573,935
23/06/2018 00:00,125,1123,258,613,48,543,487,337,673
23/06/2018 01:00,92,1032,138,398,29,413,296,222,593
23/06/2018 02:00,54,779,124,307,38,426,292,154,479
23/06/2018 03:00,177,792,103,324,31,359,192,162,629
23/06/2018 04:00,29,499,67,42,14,152,67,43,155
23/06/2018 05:00,25,161,96,27,17,103,55,34,82
23/06/2018 06:00,49,251,203,53,58,258,210,105,239
23/06/2018 07:00,71,353,406,124,80,479,497,149,426
23/06/2018 08:00,90,597,810,235,120,836,670,279,533
23/06/2018 09:00,216,1351,1881,534,296,1327,884,363,534
23/06/2018 10:00,335,2052,3231,819,493,1914,1349,571,590
23/06/2018 11:00,427,2884,4104,1256,783,2556,1336,689,1108
23/06/2018 12:00,524,3757,5427,1804,876,2953,1659,675,1236
23/06/2018 13:00,563,4477,5838,1980,1104,3333,1922,921,1307
23/06/2018 14:00,643,4443,5887,2215,1078,3628,1881,1009,559
23/06/2018 15:00,505,4994,6215,2675,1032,3787,2154,1242,1070
23/06/2018 16:00,572,5453,6021,2809,1025,3683,2260,1427,994
23/06/2018 17:00,631,5329,5703,2445,1078,3547,2310,1137,893
23/06/2018 18:00,469,4431,3588,2502,951,2972,2402,987,976
23/06/2018 19:00,418,2885,2461,2179,491,2169,1828,878,1144
23/06/2018 20:00,306,1576,1301,2051,170,1496,1288,639,885
23/06/2018 21:00,284,1114,964,1655,80,1396,1369,684,891
23/06/2018 22:00,229,1021,655,1104,81,1330,1031,556,703
23/06/2018 23:00,211,1669,486,1799,61,1149,992,802,872
24/06/2018 00:00,165,1670,270,1613,55,926,654,629,1217
24/06/2018 01:00,121,1355,206,314,49,576,424,405,918
24/06/2018 02:00,60,1164,133,423,33,524,403,295,739
24/06/2018 03:00,43,1051,118,169,13,467,310,241,759
24/06/2018 04:00,29,651,60,68,27,232,103,128,225
24/06/2018 05:00,25,238,62,29,14,156,64,66,141
24/06/2018 06:00,31,199,126,49,29,189,149,122,189
24/06/2018 07:00,48,275,144,112,44,227,202,103,238
24/06/2018 08:00,61,388,421,293,84,416,393,186,340
24/06/2018 09:00,116,725,910,246,96,866,710,269,468
24/06/2018 10:00,229,1529,2000,443,256,1333,967,463,995
24/06/2018 11:00,304,2558,3236,776,685,2199,1415,487,1551
24/06/2018 12:00,507,3394,4346,1200,796,2715,1615,680,1702
24/06/2018 13:00,528,3907,4652,1367,941,2854,1730,782,1316
24/06/2018 14:00,465,4005,4618,1641,818,2898,1625,767,1002
24/06/2018 15:00,406,4502,4692,1753,726,3032,1640,880,1256
24/06/2018 16:00,370,4767,4734,1629,689,2900,1425,778,1299
24/06/2018 17:00,334,4147,4677,1473,772,2739,1680,610,1313
24/06/2018 18:00,370,3613,4038,1325,784,2695,2151,694,1314
24/06/2018 19:00,314,2605,1949,862,398,1799,1497,702,1052
24/06/2018 20:00,270,2096,1220,784,199,1361,1153,538,1058
24/06/2018 21:00,225,1228,897,603,96,1293,1119,510,865
24/06/2018 22:00,171,748,487,430,70,907,828,377,699
24/06/2018 23:00,167,670,304,285,67,759,557,439,76
25/06/2018 00:00,64,557,133,134,28,381,262,173,203
25/06/2018 01:00,29,363,69,51,14,209,147,76,223
25/06/2018 02:00,53,306,36,21,7,125,75,64,164
25/06/2018 03:00,10,194,34,10,6,93,88,134,115
25/06/2018 04:00,10,267,70,20,11,101,40,32,80
25/06/2018 05:00,26,121,168,13,22,147,85,212,95
25/06/2018 06:00,53,371,340,97,62,385,449,157,370
25/06/2018 07:00,115,834,895,461,147,704,902,444,842
25/06/2018 08:00,288,1746,1988,1069,335,1624,1523,813,1354
25/06/2018 09:00,284,1956,2291,722,321,1695,1282,793,1030
25/06/2018 10:00,309,2177,3115,699,433,1996,1352,660,1429
25/06/2018 11:00,362,2631,3900,908,563,2734,1552,719,1638
25/06/2018 12:00,602,3428,4751,1408,732,3335,1908,846,1829
25/06/2018 13:00,664,4053,5463,1764,809,3273,2181,956,1510
25/06/2018 14:00,455,2581,4677,1760,564,2862,1647,941,952
25/06/2018 15:00,398,3672,4551,1630,547,3011,1567,1000,803
25/06/2018 16:00,480,4277,4764,1622,759,3142,1712,993,813
25/06/2018 17:00,427,4731,5357,1887,937,3607,2015,1373,1051
25/06/2018 18:00,487,3796,4283,1574,870,2968,1888,964,790
25/06/2018 19:00,424,2235,2036,950,449,1975,1435,772,651
25/06/2018 20:00,284,1150,891,727,198,1401,1110,626,640
25/06/2018 21:00,224,897,728,725,110,1124,999,569,641
25/06/2018 22:00,141,739,441,387,89,844,634,444,488
25/06/2018 23:00,138,633,268,257,46,581,427,312,438
26/06/2018 00:00,99,384,92,102,23,210,174,209,203
26/06/2018 01:00,38,470,75,26,12,161,69,38,120
26/06/2018 02:00,22,494,57,28,15,85,46,32,143
26/06/2018 03:00,9,225,30,21,9,115,34,44,121
26/06/2018 04:00,16,114,38,7,8,74,42,19,55
26/06/2018 05:00,15,119,148,19,36,121,140,66,75
26/06/2018 06:00,61,349,346,98,75,410,455,165,385
26/06/2018 07:00,136,945,877,299,162,796,922,514,781
26/06/2018 08:00,317,2169,1959,748,398,1626,1572,1015,1297
26/06/2018 09:00,296,1815,2504,850,305,1676,1256,664,943
26/06/2018 10:00,356,1819,2925,743,385,1719,1351,673,784
26/06/2018 11:00,374,2280,3617,1047,382,2151,1467,629,930
26/06/2018 12:00,644,3121,4653,1283,585,3008,1676,824,1505
26/06/2018 13:00,708,4249,5547,1479,868,3376,1984,975,1779
26/06/2018 14:00,493,3618,4584,1518,587,3001,1677,929,1507
26/06/2018 15:00,468,3693,4694,1559,529,3076,1495,953,1590
26/06/2018 16:00,375,4108,4975,1713,748,3316,1925,1286,1432
26/06/2018 17:00,3,4959,5667,1803,998,3755,2426,1359,1854
26/06/2018 18:00,485,4357,4709,1890,910,3048,2104,1126,1614
26/06/2018 19:00,352,2768,2151,1396,537,2115,1595,853,1178
26/06/2018 20:00,341,1666,1253,722,210,1395,1081,683,1002
26/06/2018 21:00,240,1259,898,475,109,1316,1010,629,871
26/06/2018 22:00,170,715,568,369,87,1061,749,461,827
26/06/2018 23:00,112,896,339,301,51,827,607,474,841
27/06/2018 00:00,58,960,167,227,32,575,426,333,769
27/06/2018 01:00,25,513,61,69,17,193,110,144,237
27/06/2018 02:00,21,369,38,23,9,103,189,30,102
27/06/2018 03:00,15,287,23,17,5,122,54,46,102
27/06/2018 04:00,12,196,48,16,19,71,37,24,56
27/06/2018 05:00,17,138,127,16,23,117,111,68,76
27/06/2018 06:00,46,381,330,72,76,392,472,214,396
27/06/2018 07:00,158,974,866,232,145,799,892,553,671
27/06/2018 08:00,330,2117,1925,528,383,1662,1598,1013,1210
27/06/2018 09:00,301,1602,2419,633,402,1609,1359,715,844
27/06/2018 10:00,312,1989,3409,765,412,2037,1485,691,1229
27/06/2018 11:00,420,2252,3804,940,547,2596,1398,692,1484
27/06/2018 12:00,667,3330,4708,1396,714,3168,1800,791,1903
27/06/2018 13:00,662,4262,4853,1596,924,3476,2170,1087,2174
27/06/2018 14:00,449,3450,4139,1384,543,2773,1640,1019,1774
27/06/2018 15:00,422,3857,4080,1166,529,3015,1646,870,1766
27/06/2018 16:00,462,4232,4362,864,791,3232,1753,939,1877
27/06/2018 17:00,535,5101,5671,1150,856,3820,2392,1337,1147
27/06/2018 18:00,480,4456,4652,1749,947,3123,2041,970,1305
27/06/2018 19:00,360,934,2578,1314,577,2219,1746,854,1006
27/06/2018 20:00,303,0,1585,998,269,1534,1252,635,768
27/06/2018 21:00,312,1019,1254,600,228,1622,1237,662,833
27/06/2018 22:00,234,938,708,688,136,1296,919,670,885
27/06/2018 23:00,155,753,393,524,63,819,665,527,675
28/06/2018 00:00,74,638,192,230,23,444,295,180,412
28/06/2018 01:00,49,477,84,120,18,214,120,70,219
28/06/2018 02:00,36,305,43,50,13,182,85,63,193
28/06/2018 03:00,6,272,38,30,5,142,50,34,163
28/06/2018 04:00,17,203,70,11,18,79,53,20,129
28/06/2018 05:00,126,111,175,23,15,120,119,56,92
28/06/2018 06:00,53,376,319,100,68,433,429,206,404
28/06/2018 07:00,126,922,819,220,140,745,958,592,753
28/06/2018 08:00,302,1710,1744,541,325,1758,1627,1046,1357
28/06/2018 09:00,301,1473,2387,663,331,1773,1477,856,917
28/06/2018 10:00,367,2017,3340,755,144,2079,1480,720,1230
28/06/2018 11:00,402,2236,3799,947,483,1868,1481,720,1560
28/06/2018 12:00,600,3570,4323,1325,759,3337,1810,870,1950
28/06/2018 13:00,646,4388,5061,1543,854,3452,1934,897,1607
28/06/2018 14:00,455,3603,4192,1505,529,2831,1608,997,781
28/06/2018 15:00,386,3940,4344,1984,569,2809,1547,941,916
28/06/2018 16:00,497,4482,4783,2411,811,2687,1742,1052,755
28/06/2018 17:00,558,5268,6131,2280,998,3247,2152,1260,884
28/06/2018 18:00,471,5047,5436,1747,1042,3487,1845,1029,791
28/06/2018 19:00,393,3848,3451,1431,770,2449,1483,817,1069
28/06/2018 20:00,333,2871,2688,1298,457,2131,1386,834,873
28/06/2018 21:00,330,1769,1564,785,209,1523,1216,807,807
28/06/2018 22:00,200,963,699,578,113,1163,851,613,849
28/06/2018 23:00,200,727,363,475,66,773,657,455,728
29/06/2018 00:00,62,723,179,220,30,400,305,251,388
29/06/2018 01:00,51,513,114,70,23,201,141,138,246
29/06/2018 02:00,36,395,58,58,16,159,78,78,235
29/06/2018 03:00,22,332,70,16,7,105,68,60,232
29/06/2018 04:00,11,173,62,39,19,116,45,44,99
29/06/2018 05:00,17,117,118,38,26,150,102,50,95
29/06/2018 06:00,60,344,355,167,58,432,459,192,363
29/06/2018 07:00,135,958,786,285,129,709,916,509,678
29/06/2018 08:00,272,1797,1867,736,258,1670,1569,894,1270
29/06/2018 09:00,331,1774,2637,767,299,1739,1317,940,775
29/06/2018 10:00,327,1874,3429,824,393,1988,1427,702,1160
29/06/2018 11:00,390,2535,3973,1059,502,2711,1521,745,1547
29/06/2018 12:00,598,3415,4649,1393,711,3393,1854,998,896
29/06/2018 13:00,718,4613,5031,1646,888,3445,2153,1062,23
29/06/2018 14:00,490,3293,4800,1700,583,2956,1816,1156,772
29/06/2018 15:00,463,4503,5145,1204,719,3304,1833,1135,812
29/06/2018 16:00,546,5204,5350,0,965,3800,2037,1211,94
29/06/2018 17:00,550,5493,6436,979,1052,4051,2218,1169,40
29/06/2018 18:00,479,4804,5256,2005,984,3315,1935,1007,113
29/06/2018 19:00,497,3682,3238,1573,815,2390,1753,990,71
29/06/2018 20:00,424,2858,2040,1472,427,2136,1377,988,326
29/06/2018 21:00,365,1792,1235,956,136,1513,1193,743,999
29/06/2018 22:00,312,1344,806,1311,80,1429,1144,744,892
29/06/2018 23:00,246,1254,544,948,74,1127,868,652,1009
30/06/2018 00:00,163,1143,284,604,48,653,618,535,761
30/06/2018 01:00,103,1150,192,542,29,537,380,297,797
30/06/2018 02:00,80,981,139,338,32,457,326,411,657
30/06/2018 03:00,39,872,100,312,19,449,223,257,627
30/06/2018 04:00,28,468,67,57,13,172,155,65,179
30/06/2018 05:00,50,220,105,58,21,138,54,59,99
30/06/2018 06:00,74,268,186,93,29,281,230,95,267
30/06/2018 07:00,70,379,415,119,125,446,481,288,460
30/06/2018 08:00,97,657,892,225,139,841,746,637,574
30/06/2018 09:00,259,1253,2073,540,337,1358,886,428,511
30/06/2018 10:00,404,2335,3574,358,636,2060,1300,576,1197
30/06/2018 11:00,539,3579,4538,1214,881,3021,1575,786,1822
30/06/2018 12:00,628,4464,4679,1769,964,3195,1809,909,2327
30/06/2018 13:00,730,5744,5453,1607,1020,3280,1990,1071,1779
30/06/2018 14:00,600,3745,4788,96,920,2695,1894,1092,1272
30/06/2018 15:00,639,4206,4677,191,869,2292,1861,1015,1376
30/06/2018 16:00,668,5351,4972,1474,1116,2846,1701,963,1419
30/06/2018 17:00,712,5285,5522,2200,1350,3680,2224,1051,1426
30/06/2018 18:00,585,1697,4224,1700,1019,2925,2045,933,1353
30/06/2018 19:00,476,798,2620,1639,610,2294,1627,963,1372
30/06/2018 20:00,350,292,1498,1196,246,1622,1521,828,1094
30/06/2018 21:00,384,223,1188,1206,172,1499,1444,915,1180
30/06/2018 22:00,368,1039,946,1170,98,1383,1134,756,1069
30/06/2018 23:00,307,1133,609,1475,128,1173,922,654,858
01/07/2018 00:00,203,1257,319,1087,54,764,696,741,920
01/07/2018 01:00,121,1109,163,759,31,635,436,394,898
01/07/2018 02:00,134,1079,144,758,33,588,368,253,802
01/07/2018 03:00,60,1011,173,672,22,697,324,301,901
01/07/2018 04:00,44,687,84,121,24,393,214,217,342
01/07/2018 05:00,27,273,70,38,11,129,64,75,161
01/07/2018 06:00,30,211,126,49,45,207,150,188,165
01/07/2018 07:00,44,250,144,87,47,189,222,129,234
01/07/2018 08:00,55,355,319,111,66,345,353,329,367
01/07/2018 09:00,152,700,768,233,113,767,670,469,399
01/07/2018 10:00,293,1413,1918,701,321,1229,1167,558,732
01/07/2018 11:00,394,2061,3176,783,213,1976,1460,560,1379
01/07/2018 12:00,482,2771,4134,1152,576,2608,1435,981,1399
01/07/2018 13:00,515,3127,4724,1468,690,2595,1567,860,1026
01/07/2018 14:00,539,3533,4505,1577,625,2656,1477,897,896
01/07/2018 15:00,429,4142,4737,1600,598,2686,1300,846,923
01/07/2018 16:00,454,4523,4500,1694,704,2578,1299,890,1055
01/07/2018 17:00,394,3984,4401,1514,797,2610,1608,706,1020
01/07/2018 18:00,472,3580,3779,1344,761,2617,2133,783,1290
01/07/2018 19:00,361,2545,1805,854,438,1790,1325,638,1095
01/07/2018 20:00,246,1813,1286,681,212,1446,1213,718,817
01/07/2018 21:00,219,980,768,511,113,992,905,476,628
01/07/2018 22:00,167,582,536,450,84,923,923,443,537
01/07/2018 23:00,92,556,231,214,58,661,502,233,388
02/07/2018 00:00,56,339,103,140,28,274,268,185,198
02/07/2018 01:00,26,272,60,53,5,166,101,71,148
02/07/2018 02:00,13,145,30,16,3,131,68,46,99
02/07/2018 03:00,15,123,23,15,6,60,28,20,67
02/07/2018 04:00,11,139,73,16,13,89,33,22,56
02/07/2018 05:00,26,123,147,21,23,137,131,91,63
02/07/2018 06:00,52,387,320,130,66,388,470,195,357
02/07/2018 07:00,136,865,832,212,147,782,932,449,801
02/07/2018 08:00,326,2005,1934,603,370,1719,1542,888,1328
02/07/2018 09:00,257,1847,2326,626,408,1661,1396,808,947
02/07/2018 10:00,362,1998,3723,889,465,2079,1352,738,1134
02/07/2018 11:00,368,2677,4292,1073,577,2705,1495,832,1564
02/07/2018 12:00,608,3616,4919,1449,855,3338,1825,783,1798
02/07/2018 13:00,703,4715,5323,1827,1277,3456,2157,1144,1383
02/07/2018 14:00,522,3351,4851,1774,803,2991,1909,1222,1122
02/07/2018 15:00,441,3282,4371,1864,644,3127,1651,1261,1160
02/07/2018 16:00,431,3541,4601,1868,776,3217,1776,1185,1149
02/07/2018 17:00,445,4938,5835,1839,986,3824,2397,1431,1169
02/07/2018 18:00,472,859,4854,1579,941,3191,1952,1168,1195
02/07/2018 19:00,383,285,2449,1055,518,2161,1487,856,1134
02/07/2018 20:00,260,0,1314,721,234,1400,1109,749,909
02/07/2018 21:00,257,0,921,588,109,1189,1078,651,820
02/07/2018 22:00,209,715,527,395,83,924,710,463,712
02/07/2018 23:00,130,568,263,249,60,585,406,655,450
03/07/2018 00:00,105,398,120,162,28,209,177,154,244
03/07/2018 01:00,24,278,40,36,12,149,79,79,124
03/07/2018 02:00,18,433,33,162,9,97,47,68,105
03/07/2018 03:00,12,273,68,20,6,100,63,32,134
03/07/2018 04:00,14,85,44,13,13,66,43,33,76
03/07/2018 05:00,26,123,120,21,27,124,70,40,89
03/07/2018 06:00,74,399,316,154,49,368,457,212,397
03/07/2018 07:00,123,913,730,313,163,777,957,530,735
03/07/2018 08:00,291,2082,908,723,362,1701,1592,1053,1286
03/07/2018 09:00,298,1676,1455,583,388,1787,1383,724,768
03/07/2018 10:00,318,2046,2373,968,434,2080,1300,780,1221
03/07/2018 11:00,367,2666,3969,1076,542,2680,1507,981,1575
03/07/2018 12:00,688,3779,4961,1361,827,3308,1813,850,1794
03/07/2018 13:00,755,4637,5708,1382,1073,3428,1958,1247,1457
03/07/2018 14:00,516,3915,4603,363,729,2802,1659,1203,950
03/07/2018 15:00,392,4019,5019,1306,765,1996,1709,1092,1052
03/07/2018 16:00,640,4704,5178,1518,872,1326,1876,1238,1339
03/07/2018 17:00,508,5307,6000,1842,1038,2999,2396,1444,1234
03/07/2018 18:00,504,4713,4856,1748,979,3200,2121,1091,970
03/07/2018 19:00,395,2825,2361,990,519,2106,1478,965,1126
03/07/2018 20:00,316,1753,1295,684,205,1423,1122,757,908
03/07/2018 21:00,520,1143,791,479,85,1018,876,598,738
03/07/2018 22:00,535,1077,600,464,116,1099,908,605,859
03/07/2018 23:00,202,713,319,249,48,663,453,402,543
04/07/2018 00:00,76,434,144,120,21,329,244,168,266
04/07/2018 01:00,25,320,53,32,31,139,93,139,135
04/07/2018 02:00,12,199,36,12,10,84,71,40,111
04/07/2018 03:00,8,205,39,14,6,47,46,57,69
04/07/2018 04:00,16,147,64,9,17,90,36,30,61
04/07/2018 05:00,18,134,119,25,31,100,132,78,84
04/07/2018 06:00,57,487,348,91,61,441,463,282,371
04/07/2018 07:00,113,985,845,200,180,778,960,671,740
04/07/2018 08:00,336,2249,1983,572,343,1736,1543,977,1290
04/07/2018 09:00,260,1722,2494,640,330,1774,1361,817,967
04/07/2018 10:00,351,1899,3425,810,430,1954,1445,981,914
04/07/2018 11:00,362,2575,4065,932,542,2533,1428,794,1446
04/07/2018 12:00,585,3147,4686,1352,706,3129,1821,930,1457
04/07/2018 13:00,724,4300,5374,1561,956,3236,2069,1074,1321
04/07/2018 14:00,400,3588,4487,1671,648,2883,1716,1129,824
04/07/2018 15:00,407,4205,4711,1674,572,3176,1706,971,950
04/07/2018 16:00,509,4661,5078,1897,847,3496,1988,1147,950
04/07/2018 17:00,485,5183,5551,2216,837,3891,2320,1357,862
04/07/2018 18:00,527,4643,4483,1825,864,3297,1855,1197,1005
04/07/2018 19:00,450,2884,2724,1378,461,2262,1722,938,623
04/07/2018 20:00,358,1946,1644,1001,216,1708,1214,888,958
04/07/2018 21:00,240,1084,1049,660,125,1356,1050,676,498
04/07/2018 22:00,202,939,598,641,73,1127,826,583,207
04/07/2018 23:00,181,604,340,496,53,689,478,400,148
05/07/2018 00:00,94,526,94,277,24,301,192,265,18
05/07/2018 01:00,36,355,75,118,19,221,82,83,6
05/07/2018 02:00,23,304,46,93,8,127,69,43,0
05/07/2018 03:00,23,255,27,30,3,86,43,44,2
05/07/2018 04:00,14,140,69,7,14,78,35,33,3
05/07/2018 05:00,22,113,144,21,19,111,129,44,0
05/07/2018 06:00,61,306,323,72,53,425,448,194,25
05/07/2018 07:00,116,751,724,295,93,764,960,469,500
05/07/2018 08:00,324,1668,1782,702,223,1592,1528,1004,1082
05/07/2018 09:00,272,1524,2189,921,79,1756,1331,746,772
05/07/2018 10:00,320,1845,3204,1005,338,2107,1460,725,628
05/07/2018 11:00,363,2598,3913,1087,482,2245,1550,782,901
05/07/2018 12:00,614,3041,4621,1502,624,2688,1834,946,975
05/07/2018 13:00,720,3877,5411,1593,766,3082,2089,1253,863
05/07/2018 14:00,523,3208,4852,1650,619,2882,1659,1232,870
05/07/2018 15:00,456,3732,4739,1740,709,2884,1708,1128,1045
05/07/2018 16:00,561,4817,5610,1830,891,3543,2001,1389,1171
05/07/2018 17:00,519,5585,6659,1905,1042,4065,2171,1531,1355
05/07/2018 18:00,561,4438,5479,1852,1006,3541,1998,1260,1323
05/07/2018 19:00,528,4137,3434,1621,720,2588,1623,1102,1094
05/07/2018 20:00,422,2865,2548,1220,393,2196,1481,961,1076
05/07/2018 21:00,300,1483,1382,817,208,1451,1018,965,847
05/07/2018 22:00,234,1316,568,551,86,1110,888,759,819
05/07/2018 23:00,143,897,327,387,78,762,525,492,619
06/07/2018 00:00,88,684,143,219,39,335,226,448,310
06/07/2018 01:00,43,403,65,55,28,179,110,195,208
06/07/2018 02:00,31,311,32,44,10,182,66,86,163
06/07/2018 03:00,18,317,51,30,11,118,50,57,138
06/07/2018 04:00,14,234,48,50,13,86,43,90,51
06/07/2018 05:00,22,135,110,27,22,132,133,76,69
06/07/2018 06:00,58,411,326,81,64,383,461,279,323
06/07/2018 07:00,126,959,760,257,128,788,950,551,661
06/07/2018 08:00,289,1896,1801,1559,301,1527,1542,930,1104
06/07/2018 09:00,272,1543,2192,1166,306,1774,1421,742,907
06/07/2018 10:00,279,1825,2937,1420,273,1962,1512,742,916
06/07/2018 11:00,384,2406,3863,1744,477,2177,1575,808,973
06/07/2018 12:00,567,3339,4793,2045,575,3055,1819,1069,1065
06/07/2018 13:00,679,4095,5515,2204,887,3532,2052,1126,1340
06/07/2018 14:00,606,3528,5103,2053,677,3253,2051,1216,1208
06/07/2018 15:00,474,4365,5196,1934,678,3382,1878,1086,1175
