Date and Time,Capel st/Mary street,Grafton st/Monsoon,Henry Street/Coles Lane/Dunnes,Liffey st/Halfpenny Bridge,Mary st/Jervis st,O'Connell St/Pennys,O'Connell st/Princes st North,Westmoreland Street East/Fleet street,Westmoreland Street West/Carrolls
27/03/2018 15:00,492,1159,4964,1726,475,902,,2513,0
27/03/2018 16:00,603,1163,4857,1709,490,3,,2372,0
27/03/2018 17:00,642,1360,5343,1717,515,402,,1191,0
27/03/2018 18:00,542,1098,4442,1457,411,2530,,1008,0
27/03/2018 19:00,557,578,2427,896,240,1899,,741,0
27/03/2018 20:00,422,375,1191,547,123,1375,,521,0
27/03/2018 21:00,258,220,674,333,56,1056,,805,0
27/03/2018 22:00,157,175,372,262,66,836,,1251,0
27/03/2018 23:00,104,202,225,196,46,584,,368,0
28/03/2018 00:00,51,184,101,67,13,264,,227,0
28/03/2018 01:00,41,109,55,29,8,121,,142,0
28/03/2018 02:00,8,63,44,30,5,86,,39,0
28/03/2018 03:00,10,98,15,20,6,104,,24,0
28/03/2018 04:00,14,36,35,11,7,82,,30,0
28/03/2018 05:00,14,58,98,17,16,87,,43,0
28/03/2018 06:00,57,185,286,80,35,339,,130,0
28/03/2018 07:00,101,493,771,219,71,653,,472,0
28/03/2018 08:00,307,1256,1806,546,180,1479,,1026,0
28/03/2018 09:00,248,1049,2160,562,192,1522,,627,2
28/03/2018 10:00,276,1041,3209,729,227,1707,,558,0
28/03/2018 11:00,370,1044,4039,983,443,2005,,1036,0
28/03/2018 12:00,665,1524,5098,1448,654,2481,,1243,0
28/03/2018 13:00,705,2176,6065,1637,907,2952,,1196,0
28/03/2018 14:00,616,1479,5585,1573,851,2775,,1256,0
28/03/2018 15:00,529,1151,5407,1635,553,2873,,1157,0
28/03/2018 16:00,572,1404,5027,1873,287,3014,,1256,43
28/03/2018 17:00,646,1663,5610,1806,670,3088,,1348,0
28/03/2018 18:00,614,1479,4634,1628,478,2778,,1337,0
28/03/2018 19:00,487,889,2894,1214,288,2266,,1097,0
28/03/2018 20:00,383,621,1548,933,163,1639,,931,0
28/03/2018 21:00,293,315,780,559,122,1214,,683,0
28/03/2018 22:00,291,204,455,504,78,956,,764,0
28/03/2018 23:00,114,292,262,508,50,689,,449,0
29/03/2018 00:00,57,228,122,191,21,341,,148,0
29/03/2018 01:00,38,147,71,75,15,198,,111,0
29/03/2018 02:00,28,133,71,47,5,189,,53,0
29/03/2018 03:00,32,115,45,31,16,219,,82,0
29/03/2018 04:00,14,41,48,2,9,99,,50,0
29/03/2018 05:00,15,60,108,26,13,83,,29,0
29/03/2018 06:00,70,171,322,76,38,346,,206,0
29/03/2018 07:00,115,519,759,166,80,670,,460,10
29/03/2018 08:00,294,1248,1621,518,172,1536,,1023,8
29/03/2018 09:00,280,1117,2427,618,227,1610,,801,22
29/03/2018 10:00,295,1277,3070,785,281,1918,,1239,19
29/03/2018 11:00,371,1074,4097,1040,347,2329,,1229,5
29/03/2018 12:00,602,1504,5406,1434,494,1340,,1467,6
29/03/2018 13:00,678,1825,6509,1750,848,4,,2409,10
29/03/2018 14:00,573,1348,5228,1659,654,970,,1954,7
29/03/2018 15:00,522,1285,5124,1690,530,2884,,1279,6
29/03/2018 16:00,608,1444,5942,1730,636,3238,,1462,1
29/03/2018 17:00,645,1561,5949,1940,659,3260,,1325,0
29/03/2018 18:00,663,1432,4655,1624,592,2976,,1183,0
29/03/2018 19:00,244,1094,3283,1357,497,1095,,1066,0
29/03/2018 20:00,129,608,2023,1022,219,1551,,682,0
29/03/2018 21:00,321,373,924,546,152,1055,,591,0
29/03/2018 22:00,254,313,355,334,43,686,,467,0
29/03/2018 23:00,141,339,246,377,32,701,,554,0
30/03/2018 00:00,99,282,119,273,15,380,,376,0
30/03/2018 01:00,68,226,53,164,18,276,,194,0
30/03/2018 02:00,27,139,79,49,8,285,,101,0
30/03/2018 03:00,23,188,44,67,7,225,,85,0
30/03/2018 04:00,13,127,53,26,11,156,,56,0
30/03/2018 05:00,19,48,93,23,16,90,,43,0
30/03/2018 06:00,43,198,231,50,26,291,,120,0
30/03/2018 07:00,75,320,449,137,49,476,,231,0
30/03/2018 08:00,133,484,946,213,69,879,,315,0
30/03/2018 09:00,202,739,1732,456,152,1201,,412,0
30/03/2018 10:00,242,1111,2779,614,265,1491,,529,0
30/03/2018 11:00,412,1073,3809,1022,442,1956,,802,1
30/03/2018 12:00,546,1370,4760,1316,622,2206,,914,0
30/03/2018 13:00,601,1581,5056,1588,758,2614,,976,0
30/03/2018 14:00,537,1546,5335,1688,660,2791,,787,0
30/03/2018 15:00,527,1709,4762,1232,535,2567,,701,0
30/03/2018 16:00,579,1422,4971,248,610,3125,,1070,0
30/03/2018 17:00,544,1271,4532,3,593,2881,,889,0
30/03/2018 18:00,561,1078,3749,4,551,2272,,1048,0
30/03/2018 19:00,475,780,2797,359,419,1953,,1104,0
30/03/2018 20:00,330,502,1588,1248,265,1722,,1016,0
30/03/2018 21:00,292,360,809,825,144,1347,,962,0
30/03/2018 22:00,221,311,526,837,98,1115,,776,0
30/03/2018 23:00,152,365,331,402,75,1020,,641,0
31/03/2018 00:00,130,271,234,536,55,504,,723,0
31/03/2018 01:00,95,198,113,313,32,358,,309,0
31/03/2018 02:00,46,179,107,345,19,350,,221,0
31/03/2018 03:00,65,184,94,304,25,423,,104,0
31/03/2018 04:00,29,78,60,58,14,152,,67,0
31/03/2018 05:00,20,87,53,24,9,122,,36,0
31/03/2018 06:00,247,84,168,68,26,241,,65,0
31/03/2018 07:00,82,151,314,94,38,383,,164,0
31/03/2018 08:00,68,242,742,167,66,620,,237,0
31/03/2018 09:00,145,487,1529,383,145,1141,,430,0
31/03/2018 10:00,297,741,2840,795,323,1631,,496,0
31/03/2018 11:00,435,1050,4009,1105,531,2120,,892,0
31/03/2018 12:00,598,1531,4953,1576,703,2507,,912,0
31/03/2018 13:00,680,1530,5438,1892,906,2337,,1014,0
31/03/2018 14:00,661,1820,5852,2231,928,3036,,1383,0
31/03/2018 15:00,601,1721,6259,1974,954,2890,,1376,0
31/03/2018 16:00,668,1867,6244,101,927,2866,,1485,0
31/03/2018 17:00,621,1515,5400,102,806,2846,,1181,0
31/03/2018 18:00,595,1104,3728,1279,627,2419,,1123,0
31/03/2018 19:00,420,790,2510,1288,351,2047,,948,0
31/03/2018 20:00,356,485,1258,902,189,1421,,1125,0
31/03/2018 21:00,286,431,738,630,144,1229,,970,0
31/03/2018 22:00,249,366,525,60,109,1128,,1317,0
31/03/2018 23:00,165,432,356,379,74,1154,,918,0
01/04/2018 00:00,127,311,219,25,49,668,,471,0
01/04/2018 01:00,67,235,120,1,35,391,,344,0
01/04/2018 02:00,75,150,126,37,12,358,,137,0
01/04/2018 03:00,43,140,110,564,12,412,,111,0
01/04/2018 04:00,29,79,86,81,6,180,,36,0
01/04/2018 05:00,22,40,482,21,2,57,,34,0
01/04/2018 06:00,15,73,454,42,13,11,,44,0
01/04/2018 07:00,35,97,194,70,15,21,,71,0
01/04/2018 08:00,46,162,268,135,21,8,,376,0
01/04/2018 09:00,75,246,683,223,56,25,,401,0
01/04/2018 10:00,154,470,1576,498,149,17,,399,0
01/04/2018 11:00,302,670,2923,707,251,443,,792,0
01/04/2018 12:00,441,959,4201,1038,437,796,,842,0
01/04/2018 13:00,467,1166,3707,1203,419,1368,,1020,0
01/04/2018 14:00,542,1039,3252,1205,458,1758,,906,0
01/04/2018 15:00,485,1285,2862,1051,391,1826,,744,0
01/04/2018 16:00,470,917,2529,973,350,1804,,817,0
01/04/2018 17:00,461,845,2204,950,280,1705,,810,0
01/04/2018 18:00,405,744,1764,953,271,1766,,857,0
01/04/2018 19:00,329,426,1292,787,150,1353,,774,0
01/04/2018 20:00,254,330,798,636,99,1018,,376,0
01/04/2018 21:00,221,274,442,432,67,892,,433,0
01/04/2018 22:00,181,311,281,313,46,676,,496,0
01/04/2018 23:00,89,230,215,302,27,455,,280,0
02/04/2018 00:00,79,214,108,174,31,240,,164,0
02/04/2018 01:00,52,110,45,154,8,172,,67,0
02/04/2018 02:00,23,73,25,61,3,154,,71,0
02/04/2018 03:00,48,73,36,73,2,148,,41,0
02/04/2018 04:00,10,42,27,17,1,62,,23,0
02/04/2018 05:00,15,38,20,6,2,56,,20,0
02/04/2018 06:00,19,50,55,23,11,101,,30,0
02/04/2018 07:00,32,51,89,46,11,103,,30,0
02/04/2018 08:00,58,47,221,52,12,186,,108,0
02/04/2018 09:00,63,128,553,138,29,457,,387,0
02/04/2018 10:00,170,283,1268,338,102,753,,342,0
02/04/2018 11:00,242,438,1771,477,158,900,,279,0
02/04/2018 12:00,275,594,2190,715,224,1010,,303,0
02/04/2018 13:00,371,652,2612,901,285,1343,,379,0
02/04/2018 14:00,380,737,2813,1048,301,1579,,430,0
02/04/2018 15:00,439,722,3059,1113,353,1948,,510,0
02/04/2018 16:00,370,842,3404,1345,477,2312,,527,0
02/04/2018 17:00,423,690,3162,1200,505,2260,,559,0
02/04/2018 18:00,430,588,2708,1141,411,2145,,462,0
02/04/2018 19:00,258,333,1444,708,191,1624,,464,0
02/04/2018 20:00,219,206,830,447,72,1160,,408,0
02/04/2018 21:00,147,178,404,257,75,932,,296,0
02/04/2018 22:00,135,196,327,193,40,768,,365,0
02/04/2018 23:00,77,135,145,138,23,485,,347,0
03/04/2018 00:00,53,99,86,85,14,271,,149,0
03/04/2018 01:00,16,63,43,23,5,128,,33,0
03/04/2018 02:00,9,81,31,6,4,108,,20,0
03/04/2018 03:00,15,48,41,17,8,151,,18,0
03/04/2018 04:00,8,22,27,4,3,60,,7,0
03/04/2018 05:00,14,42,67,9,7,84,,25,0
03/04/2018 06:00,41,134,233,75,14,318,,66,0
03/04/2018 07:00,110,374,503,163,43,618,,281,0
03/04/2018 08:00,251,846,1296,457,87,1453,,646,0
03/04/2018 09:00,198,716,1421,551,62,1413,,370,0
03/04/2018 10:00,295,837,2186,640,164,1965,,425,2
03/04/2018 11:00,360,950,3550,931,458,2585,,678,0
03/04/2018 12:00,614,1461,4804,1255,678,2960,,984,1
03/04/2018 13:00,767,1605,6221,1694,840,3456,,1245,0
03/04/2018 14:00,566,1229,5797,1687,798,3210,,1181,1
03/04/2018 15:00,182,1407,5784,1683,818,2712,,1107,4
03/04/2018 16:00,568,1269,5522,1672,707,1838,,1111,0
03/04/2018 17:00,677,1390,5655,1806,676,2909,,1321,0
03/04/2018 18:00,558,1030,5236,1478,478,3280,,1474,0
03/04/2018 19:00,475,597,2794,1010,233,2421,,908,0
03/04/2018 20:00,371,333,1400,630,154,1657,,815,0
03/04/2018 21:00,240,263,657,380,73,1259,,608,0
03/04/2018 22:00,160,272,329,333,65,969,,415,0
03/04/2018 23:00,115,252,232,245,46,738,,322,0
04/04/2018 00:00,48,140,83,95,24,314,,208,0
04/04/2018 01:00,27,135,60,54,15,171,,32,0
04/04/2018 02:00,8,35,20,16,2,77,,12,0
04/04/2018 03:00,6,40,13,10,1,65,,8,0
04/04/2018 04:00,5,16,25,2,5,35,,15,0
04/04/2018 05:00,12,27,70,6,10,67,,9,0
04/04/2018 06:00,43,125,166,66,13,242,,73,0
04/04/2018 07:00,147,382,416,168,36,446,,239,0
04/04/2018 08:00,247,978,686,402,71,1237,,581,0
04/04/2018 09:00,223,763,1219,475,98,1440,,442,1
04/04/2018 10:00,259,798,2046,487,133,1608,,512,2
04/04/2018 11:00,269,868,2806,758,183,2061,,607,1
04/04/2018 12:00,495,1261,3927,1063,416,2613,,1151,0
04/04/2018 13:00,591,1720,5001,1326,660,2944,,1099,0
04/04/2018 14:00,508,1274,4468,1357,298,2801,,1084,0
04/04/2018 15:00,399,1209,4984,1398,469,2771,,1004,0
04/04/2018 16:00,507,656,4817,1474,568,2977,,1430,0
04/04/2018 17:00,594,1075,4956,1540,569,3228,,1399,0
04/04/2018 18:00,688,1187,3833,1397,443,2460,,1042,0
04/04/2018 19:00,417,782,2243,879,275,1912,,938,0
04/04/2018 20:00,326,418,1112,554,175,1301,,1136,0
04/04/2018 21:00,254,418,543,379,96,1023,,752,0
04/04/2018 22:00,185,410,355,333,67,906,,779,0
04/04/2018 23:00,144,414,197,214,33,676,,923,0
05/04/2018 00:00,71,266,80,97,25,308,,510,0
05/04/2018 01:00,31,199,56,42,7,157,,358,0
05/04/2018 02:00,35,307,49,27,13,162,,119,0
05/04/2018 03:00,17,264,67,24,9,274,,69,0
05/04/2018 04:00,15,64,57,11,13,103,,23,0
05/04/2018 05:00,26,43,75,19,17,77,,94,0
05/04/2018 06:00,68,172,271,83,28,364,,160,0
05/04/2018 07:00,94,535,788,182,98,707,,551,0
05/04/2018 08:00,293,1231,1781,530,193,1695,,1265,0
05/04/2018 09:00,273,1167,2187,519,270,1505,,1077,2
05/04/2018 10:00,307,1269,3314,782,382,2139,,815,0
05/04/2018 11:00,374,1309,4274,1166,558,2385,,1126,1
05/04/2018 12:00,584,1975,5517,1384,832,2910,,1346,5
05/04/2018 13:00,852,1967,6210,1577,1006,3451,,1488,4
05/04/2018 14:00,554,1284,5918,1621,786,3263,,1590,0
05/04/2018 15:00,535,1249,5771,1665,719,3142,,1253,1
05/04/2018 16:00,649,1407,5752,1775,688,3463,,1387,1
05/04/2018 17:00,631,1596,5818,1837,752,3716,,2090,0
05/04/2018 18:00,642,1437,4868,1708,645,3277,,1413,0
05/04/2018 19:00,540,957,3555,1383,421,2200,,1018,0
05/04/2018 20:00,409,526,2130,887,292,1888,,883,0
05/04/2018 21:00,277,335,1019,598,149,1248,,698,0
05/04/2018 22:00,174,275,488,443,75,890,,618,0
05/04/2018 23:00,102,235,250,345,43,687,,562,0
06/04/2018 00:00,62,135,105,146,33,346,,264,0
06/04/2018 01:00,17,93,59,38,9,156,,96,0
06/04/2018 02:00,12,70,56,28,11,171,,460,0
06/04/2018 03:00,23,94,39,18,6,132,,27,0
06/04/2018 04:00,11,40,44,20,9,47,,23,0
06/04/2018 05:00,15,40,90,20,15,79,,37,0
06/04/2018 06:00,45,166,270,63,19,315,,121,0
06/04/2018 07:00,88,489,685,176,68,596,,316,0
06/04/2018 08:00,253,1158,1568,444,156,1395,,749,3
06/04/2018 09:00,215,852,1920,517,171,1390,,634,0
06/04/2018 10:00,276,992,2688,649,213,1745,,562,0
06/04/2018 11:00,286,824,2860,696,168,1608,,536,0
06/04/2018 12:00,400,1012,3068,927,249,1846,,805,0
06/04/2018 13:00,620,1370,4449,1435,593,2967,,1430,0
06/04/2018 14:00,575,1327,5007,1437,779,3160,,1819,0
06/04/2018 15:00,571,1294,5060,1079,735,3269,,1455,0
06/04/2018 16:00,634,1441,5271,19,779,3487,,1581,0
06/04/2018 17:00,681,1565,5780,1115,664,3784,,1696,0
06/04/2018 18:00,691,1388,5170,170,581,3196,,1187,0
06/04/2018 19:00,644,835,3180,246,286,2649,,998,0
06/04/2018 20:00,482,474,1815,711,165,2016,,811,0
06/04/2018 21:00,342,376,949,626,114,1590,,767,0
06/04/2018 22:00,320,401,559,413,67,1412,,814,0
06/04/2018 23:00,211,417,388,620,50,1169,,793,0
07/04/2018 00:00,137,319,223,464,43,657,,533,0
07/04/2018 01:00,155,227,136,366,24,588,,365,0
07/04/2018 02:00,54,225,117,401,31,511,,271,0
07/04/2018 03:00,41,236,94,209,16,539,,234,0
07/04/2018 04:00,39,176,62,62,14,190,,120,0
07/04/2018 05:00,26,147,85,29,8,219,,137,0
07/04/2018 06:00,32,92,161,50,32,261,,115,0
07/04/2018 07:00,54,162,335,104,32,395,,169,0
07/04/2018 08:00,81,244,753,247,51,629,,210,0
07/04/2018 09:00,163,438,1599,453,112,1169,,464,0
07/04/2018 10:00,248,770,2718,807,285,1936,,552,0
07/04/2018 11:00,431,1109,3986,1302,434,2379,,662,0
07/04/2018 12:00,529,1394,4710,1542,729,2688,,809,0
07/04/2018 13:00,786,1584,5363,2073,687,2925,,907,0
07/04/2018 14:00,712,1611,5458,2117,701,3279,,809,0
07/04/2018 15:00,756,1528,5583,2351,811,3315,,968,0
07/04/2018 16:00,749,1542,5642,2073,1041,3086,,1001,0
07/04/2018 17:00,567,1364,4207,1763,555,2640,,513,0
07/04/2018 18:00,479,1099,3435,1022,374,2256,,594,0
07/04/2018 19:00,554,630,2404,763,295,2144,,627,0
07/04/2018 20:00,577,430,1382,856,162,1614,,558,0
07/04/2018 21:00,293,329,691,649,92,1195,,574,0
07/04/2018 22:00,217,234,473,572,57,1222,,535,0
07/04/2018 23:00,181,224,366,662,51,1155,,730,0
08/04/2018 00:00,202,270,175,566,28,750,,359,0
08/04/2018 01:00,179,252,146,384,14,524,,276,0
08/04/2018 02:00,41,167,101,281,15,521,,206,0
08/04/2018 03:00,58,191,118,267,11,717,,178,0
08/04/2018 04:00,44,130,93,34,19,150,,54,0
08/04/2018 05:00,17,71,43,20,5,145,,56,0
08/04/2018 06:00,38,69,86,30,10,160,,73,0
08/04/2018 07:00,37,59,126,47,23,227,,54,0
08/04/2018 08:00,51,96,267,82,22,325,,184,0
08/04/2018 09:00,100,256,681,190,60,925,,264,0
08/04/2018 10:00,203,487,1598,313,83,1669,,374,0
08/04/2018 11:00,313,900,2656,606,412,1589,,471,0
08/04/2018 12:00,444,1223,3639,1072,549,1924,,651,0
08/04/2018 13:00,512,1372,4208,1378,643,2206,,795,1
08/04/2018 14:00,507,1446,4455,1338,573,2403,,1001,0
08/04/2018 15:00,529,1484,4647,1613,572,2552,,706,0
08/04/2018 16:00,486,1311,4383,1392,509,2371,,678,0
08/04/2018 17:00,531,1046,4030,1375,467,2321,,623,0
08/04/2018 18:00,606,721,3019,999,335,2072,,594,0
08/04/2018 19:00,334,363,1483,653,181,1420,,537,0
08/04/2018 20:00,263,226,767,362,85,1071,,330,0
08/04/2018 21:00,191,183,555,268,93,957,,493,0
08/04/2018 22:00,216,187,355,261,54,892,,390,0
08/04/2018 23:00,127,121,216,139,44,594,,368,0
09/04/2018 00:00,110,107,83,88,27,310,,136,0
09/04/2018 01:00,21,87,61,74,12,186,,84,0
09/04/2018 02:00,28,37,33,22,4,123,,37,0
09/04/2018 03:00,10,66,19,30,7,124,,28,0
09/04/2018 04:00,12,47,68,5,8,70,,8,0
09/04/2018 05:00,22,58,112,11,16,110,,20,0
09/04/2018 06:00,41,160,284,72,35,370,,119,0
09/04/2018 07:00,120,494,719,257,79,702,,436,10
09/04/2018 08:00,378,1315,1974,772,202,1476,,960,10
09/04/2018 09:00,293,1057,2227,729,254,1551,,845,1
09/04/2018 10:00,333,1063,2915,679,310,1535,,1022,2
09/04/2018 11:00,350,985,3582,890,368,1875,,834,3
09/04/2018 12:00,609,1247,4605,174,513,2459,,874,6
09/04/2018 13:00,769,1349,5511,242,812,2095,,1046,3
09/04/2018 14:00,540,1054,4693,205,594,2324,,1136,1
09/04/2018 15:00,478,841,4436,130,472,2423,,1010,3
09/04/2018 16:00,578,1083,4783,1000,520,2805,,1159,1
09/04/2018 17:00,635,1207,5115,2486,586,2899,,1433,0
09/04/2018 18:00,553,944,4019,1511,428,2338,,1091,0
09/04/2018 19:00,411,552,2085,746,177,1763,,660,0
09/04/2018 20:00,314,277,1093,507,80,1231,,560,0
09/04/2018 21:00,219,273,694,411,66,862,,517,0
09/04/2018 22:00,145,213,323,422,47,723,,267,0
09/04/2018 23:00,95,174,218,169,30,473,,251,0
10/04/2018 00:00,42,106,69,48,12,204,,81,0
10/04/2018 01:00,23,77,33,29,9,94,,43,0
10/04/2018 02:00,10,59,51,13,7,79,,20,0
10/04/2018 03:00,26,51,27,15,3,87,,14,0
10/04/2018 04:00,6,27,37,11,6,26,,25,0
10/04/2018 05:00,14,32,92,12,23,73,,23,0
10/04/2018 06:00,47,108,255,67,21,258,,84,9
10/04/2018 07:00,108,526,636,190,50,493,,284,4
10/04/2018 08:00,361,1207,1653,528,129,1363,,722,13
10/04/2018 09:00,280,898,1959,746,147,1433,,644,15
10/04/2018 10:00,298,862,2373,649,148,1460,,630,9
10/04/2018 11:00,289,804,2826,702,191,1698,,862,8
10/04/2018 12:00,575,1216,3918,1096,331,2250,,714,0
10/04/2018 13:00,587,1416,4552,1275,483,2623,,808,0
10/04/2018 14:00,437,970,3890,1079,402,2169,,785,3
10/04/2018 15:00,404,953,3198,963,276,1975,,601,13
10/04/2018 16:00,448,878,2915,1061,261,2011,,636,5
10/04/2018 17:00,638,1076,3417,1308,395,2324,,905,4
10/04/2018 18:00,540,898,3225,1224,364,2094,,892,2
10/04/2018 19:00,365,515,1625,679,186,1493,,561,0
10/04/2018 20:00,262,259,809,393,90,937,,490,0
10/04/2018 21:00,182,195,474,337,62,713,,698,0
10/04/2018 22:00,161,195,293,248,43,583,,583,0
10/04/2018 23:00,116,142,155,150,17,415,,225,0
11/04/2018 00:00,82,81,69,83,15,211,,309,0
11/04/2018 01:00,32,61,88,31,14,120,,73,0
11/04/2018 02:00,12,31,23,10,5,70,,989,0
11/04/2018 03:00,14,58,19,4,4,66,,666,0
11/04/2018 04:00,8,24,27,3,4,56,,6,0
11/04/2018 05:00,14,43,99,26,18,77,,128,0
11/04/2018 06:00,60,157,269,69,25,369,,137,0
11/04/2018 07:00,101,569,693,198,62,686,,425,1
11/04/2018 08:00,379,1432,1911,540,167,1638,,939,0
11/04/2018 09:00,296,1200,2176,628,213,1574,,1173,0
11/04/2018 10:00,300,1158,2715,1380,208,1723,,1190,6
11/04/2018 11:00,331,920,3264,2077,262,1930,,973,2
11/04/2018 12:00,630,1067,4218,1599,431,2442,,873,10
11/04/2018 13:00,650,1451,5331,1572,665,2333,,1038,1
11/04/2018 14:00,517,1066,4194,1309,491,2306,,900,6
11/04/2018 15:00,444,1020,4449,1175,425,2012,,772,20
11/04/2018 16:00,586,1067,4781,1225,491,2400,,924,2
11/04/2018 17:00,648,1296,4816,1571,491,1465,,1204,0
11/04/2018 18:00,617,1083,3809,1046,478,2472,,1256,0
11/04/2018 19:00,433,543,1943,4,217,1799,,932,0
11/04/2018 20:00,339,304,1051,2,127,1218,,1077,0
11/04/2018 21:00,252,183,632,0,59,888,,917,0
11/04/2018 22:00,183,200,359,28,38,640,,553,0
11/04/2018 23:00,450,188,208,42,34,484,,497,0
12/04/2018 00:00,143,160,115,111,24,226,,117,0
12/04/2018 01:00,40,80,38,44,5,150,,92,0
12/04/2018 02:00,14,47,41,29,5,104,,78,0
12/04/2018 03:00,15,58,30,6,4,141,,63,0
12/04/2018 04:00,15,47,35,7,3,67,,21,0
12/04/2018 05:00,63,49,94,14,17,102,,28,0
12/04/2018 06:00,79,141,308,79,28,336,,111,0
12/04/2018 07:00,106,525,679,185,63,689,,504,36
12/04/2018 08:00,375,1315,1839,593,158,1517,,811,6
12/04/2018 09:00,278,940,2007,634,99,1603,,841,6
12/04/2018 10:00,256,1076,2732,704,258,1776,,763,10
12/04/2018 11:00,375,950,3625,1035,323,1994,,889,0
12/04/2018 12:00,585,1254,4465,1399,472,2402,,969,1
12/04/2018 13:00,652,1581,5174,1844,710,2801,,960,0
12/04/2018 14:00,475,1062,4274,1420,529,2506,,920,1
12/04/2018 15:00,464,1058,4374,1304,473,2546,,781,3
12/04/2018 16:00,573,1190,4447,1593,584,2962,,1064,0
12/04/2018 17:00,645,1366,5058,1745,611,3263,,1450,0
12/04/2018 18:00,623,1332,4466,1508,665,2794,,1434,0
12/04/2018 19:00,485,924,3163,1257,424,2189,,1079,0
12/04/2018 20:00,431,588,2028,848,283,1716,,694,0
12/04/2018 21:00,311,348,988,516,149,1256,,744,0
12/04/2018 22:00,165,241,484,407,75,883,,625,0
12/04/2018 23:00,100,200,275,451,47,655,,406,0
13/04/2018 00:00,47,148,111,208,33,323,,218,0
13/04/2018 01:00,41,91,78,62,11,188,,146,0
13/04/2018 02:00,25,64,55,75,3,179,,67,0
13/04/2018 03:00,14,70,45,38,10,177,,66,0
13/04/2018 04:00,11,49,40,33,4,79,,18,0
13/04/2018 05:00,26,41,107,24,17,96,,27,0
13/04/2018 06:00,68,197,288,95,29,362,,148,0
13/04/2018 07:00,109,539,704,222,64,664,,379,1
13/04/2018 08:00,337,1113,1758,532,153,1451,,944,4
13/04/2018 09:00,271,963,2142,597,199,1543,,866,1
13/04/2018 10:00,324,1092,2900,750,248,1786,,931,0
13/04/2018 11:00,395,949,3678,966,376,2174,,921,1
13/04/2018 12:00,606,1330,4552,1276,578,2698,,1013,0
13/04/2018 13:00,788,1674,5562,1604,766,2350,,1042,0
13/04/2018 14:00,596,1270,4950,1463,713,1559,,883,0
13/04/2018 15:00,566,1260,4993,1557,572,1793,,823,0
13/04/2018 16:00,579,1404,4989,1693,612,2717,,1028,0
13/04/2018 17:00,624,1582,5039,1799,672,2425,,1386,0
13/04/2018 18:00,837,1322,4251,1649,545,1884,,1148,0
13/04/2018 19:00,666,785,2668,1335,403,2130,,916,0
13/04/2018 20:00,431,191,1738,1155,264,1789,,834,0
13/04/2018 21:00,358,341,977,714,158,1209,,715,0
13/04/2018 22:00,238,389,642,688,117,1142,,703,0
13/04/2018 23:00,182,371,434,772,76,948,,559,0
14/04/2018 00:00,136,334,235,494,44,579,,405,0
14/04/2018 01:00,82,273,166,283,29,491,,243,0
14/04/2018 02:00,58,241,166,337,31,498,,201,0
14/04/2018 03:00,82,210,130,186,32,473,,290,0
14/04/2018 04:00,35,112,49,38,11,237,,49,0
14/04/2018 05:00,20,81,83,15,19,127,,27,0
14/04/2018 06:00,43,92,141,35,31,248,,59,0
14/04/2018 07:00,51,181,359,106,32,356,,135,0
14/04/2018 08:00,97,296,774,199,76,639,,211,0
14/04/2018 09:00,181,625,1717,397,188,1086,,458,0
14/04/2018 10:00,280,868,2893,801,346,1372,,736,0
14/04/2018 11:00,394,991,3821,1258,589,445,,833,0
14/04/2018 12:00,483,1357,4620,1514,628,508,,881,0
14/04/2018 13:00,638,1419,5142,1719,836,615,,932,0
14/04/2018 14:00,746,1511,6097,1821,769,714,,873,0
14/04/2018 15:00,677,1714,5996,1974,837,986,,1007,0
14/04/2018 16:00,670,1733,5541,1989,741,1363,,939,0
14/04/2018 17:00,651,1594,5420,1896,733,2596,,879,0
14/04/2018 18:00,645,1154,4381,1536,519,2863,,774,0
14/04/2018 19:00,656,700,2603,1230,263,2248,,743,0
14/04/2018 20:00,471,453,1418,1109,137,1592,,907,0
14/04/2018 21:00,380,371,799,706,90,1411,,559,0
14/04/2018 22:00,262,291,505,812,59,1261,,463,0
14/04/2018 23:00,263,332,346,836,58,1036,,477,0
15/04/2018 00:00,166,282,242,598,33,752,,266,0
15/04/2018 01:00,193,260,133,395,22,558,,376,0
15/04/2018 02:00,106,129,150,434,38,602,,176,0
15/04/2018 03:00,75,148,118,391,23,646,,267,0
15/04/2018 04:00,45,121,76,49,15,289,,38,0
15/04/2018 05:00,22,59,34,28,2,134,,142,0
15/04/2018 06:00,20,62,106,17,10,160,,270,0
15/04/2018 07:00,30,77,97,53,8,146,,121,0
15/04/2018 08:00,37,76,201,59,18,226,,595,0
15/04/2018 09:00,63,147,483,133,14,349,,362,2
15/04/2018 10:00,198,275,1055,384,71,794,,335,5
15/04/2018 11:00,244,577,2067,646,158,1372,,299,0
15/04/2018 12:00,313,751,2811,926,278,1667,,250,6
15/04/2018 13:00,418,857,3284,1006,345,1901,,269,0
15/04/2018 14:00,497,942,3638,1265,386,2119,,319,0
15/04/2018 15:00,482,987,3946,1356,462,2343,,468,0
15/04/2018 16:00,514,1132,4005,1474,580,2472,,465,0
15/04/2018 17:00,503,1022,3969,1366,636,2501,,568,0
15/04/2018 18:00,445,618,2884,1209,467,2220,,582,0
15/04/2018 19:00,333,253,1649,849,215,1774,,469,0
15/04/2018 20:00,311,233,1051,493,166,1338,,322,0
15/04/2018 21:00,240,92,564,328,105,1108,,253,0
15/04/2018 22:00,148,160,393,374,75,974,,358,0
