Date and Time,Capel st/Mary street,Grafton st/Monsoon,Henry Street/Coles Lane/Dunnes,Liffey st/Halfpenny Bridge,Mary st/Jervis st,O'Connell St/Pennys,Westmoreland Street East/Fleet street,Westmoreland Street West/Carrolls
11/06/2017 02:00,87,668,155,232,24,378,0,4
11/06/2017 03:00,79,807,181,361,28,472,0,6
11/06/2017 04:00,37,555,116,63,18,165,0,0
11/06/2017 05:00,19,172,66,53,20,83,0,0
11/06/2017 06:00,35,136,135,36,30,111,0,1
11/06/2017 07:00,50,197,151,67,25,138,0,0
11/06/2017 08:00,55,321,297,113,33,191,0,1
11/06/2017 09:00,98,506,657,243,72,321,0,0
11/06/2017 10:00,224,1172,1682,440,218,529,0,0
11/06/2017 11:00,262,1645,2479,707,266,488,0,0
11/06/2017 12:00,354,2240,3263,999,379,601,0,0
11/06/2017 13:00,545,2667,4251,1328,666,1112,0,0
11/06/2017 14:00,467,2935,4332,1487,475,420,0,0
11/06/2017 15:00,476,2639,3929,1583,435,957,0,2
11/06/2017 16:00,414,2232,4206,1659,455,1192,0,0
11/06/2017 17:00,377,2180,3614,1569,541,967,0,3
11/06/2017 18:00,313,1643,2336,1091,452,856,0,2
11/06/2017 19:00,329,1249,1256,800,139,631,0,2
11/06/2017 20:00,268,954,808,712,64,464,0,6
11/06/2017 21:00,243,798,565,489,51,343,0,11
11/06/2017 22:00,150,615,284,401,44,294,0,12
11/06/2017 23:00,88,542,190,235,21,262,0,5
12/06/2017 00:00,51,368,112,99,12,110,0,0
12/06/2017 01:00,42,254,54,49,9,92,0,0
12/06/2017 02:00,17,208,30,19,5,63,0,0
12/06/2017 03:00,18,218,53,16,11,38,0,0
12/06/2017 04:00,10,150,56,5,18,33,0,0
12/06/2017 05:00,24,136,84,21,17,45,0,0
12/06/2017 06:00,83,498,326,91,51,203,0,0
12/06/2017 07:00,142,1222,456,234,76,394,0,1
12/06/2017 08:00,252,1893,851,467,74,569,1,1
12/06/2017 09:00,229,1663,1243,556,140,830,0,0
12/06/2017 10:00,276,1558,2362,691,265,942,0,0
12/06/2017 11:00,127,2021,3388,953,393,1076,0,0
12/06/2017 12:00,658,2690,4671,1452,705,1148,6,0
12/06/2017 13:00,709,3190,5535,1547,744,1339,0,0
12/06/2017 14:00,477,2462,4476,1538,507,1247,0,1
12/06/2017 15:00,479,2460,4278,1606,443,1303,0,0
12/06/2017 16:00,544,2663,4525,1667,413,1527,0,1
12/06/2017 17:00,619,3059,4787,1861,519,1061,0,0
12/06/2017 18:00,525,2525,3772,1595,390,629,0,0
12/06/2017 19:00,360,1579,2082,981,196,896,0,0
12/06/2017 20:00,298,1054,1146,768,114,525,0,1
12/06/2017 21:00,181,833,811,559,102,488,0,0
12/06/2017 22:00,156,774,550,386,87,426,0,0
12/06/2017 23:00,91,563,238,219,53,230,0,0
13/06/2017 00:00,34,350,105,139,20,91,0,1
13/06/2017 01:00,26,248,63,48,30,51,0,0
13/06/2017 02:00,17,389,40,27,15,41,0,1
13/06/2017 03:00,15,291,33,11,4,51,0,1
13/06/2017 04:00,11,102,56,12,16,25,0,1
13/06/2017 05:00,28,142,110,35,18,49,0,0
13/06/2017 06:00,81,535,351,62,66,255,0,0
13/06/2017 07:00,149,1483,877,211,96,509,2,0
13/06/2017 08:00,313,2726,1817,560,195,987,0,0
13/06/2017 09:00,307,1895,2194,628,228,940,0,1
13/06/2017 10:00,310,1662,2885,783,345,1058,0,0
13/06/2017 11:00,348,2136,3573,1084,377,490,1,0
13/06/2017 12:00,659,2935,4655,1409,587,1102,1,0
13/06/2017 13:00,708,3933,5480,501,783,1597,0,0
13/06/2017 14:00,611,2616,4523,1,510,1422,0,1
13/06/2017 15:00,543,2531,4797,1,350,1261,0,0
13/06/2017 16:00,490,2489,4875,1,504,1499,0,0
13/06/2017 17:00,575,2945,4919,0,564,1364,1,1
13/06/2017 18:00,525,2439,4072,0,406,1401,0,3
13/06/2017 19:00,412,1719,2439,0,217,853,0,0
13/06/2017 20:00,360,1177,1436,0,134,640,0,1
13/06/2017 21:00,244,1046,893,0,82,553,0,1
13/06/2017 22:00,150,768,666,0,97,560,0,3
13/06/2017 23:00,97,600,309,120,52,332,0,0
14/06/2017 00:00,55,538,117,121,26,107,0,0
14/06/2017 01:00,22,275,94,52,11,89,0,0
14/06/2017 02:00,21,182,49,31,13,50,0,1
14/06/2017 03:00,13,265,25,31,6,38,0,0
14/06/2017 04:00,12,103,61,7,11,25,0,0
14/06/2017 05:00,25,130,66,45,13,46,0,1
14/06/2017 06:00,52,453,313,100,64,186,0,0
14/06/2017 07:00,134,1349,841,210,85,446,0,5
14/06/2017 08:00,306,2601,1838,597,197,978,0,3
14/06/2017 09:00,232,1857,2682,640,243,715,6,0
14/06/2017 10:00,318,1862,3243,812,252,734,1,0
14/06/2017 11:00,418,2073,3925,1101,434,1009,1,1
14/06/2017 12:00,664,2701,4888,1590,575,1221,21,0
14/06/2017 13:00,673,3370,5788,2008,659,1528,0,0
14/06/2017 14:00,539,2619,5113,1665,443,1507,0,1
14/06/2017 15:00,488,2708,4564,1755,448,1542,32,2
14/06/2017 16:00,515,2646,4712,1886,579,1112,1,15
14/06/2017 17:00,600,2901,5030,2102,596,133,1,2
14/06/2017 18:00,521,2626,4034,1767,416,201,0,3
14/06/2017 19:00,399,1720,2443,1134,222,538,0,1
14/06/2017 20:00,276,1136,1292,887,107,661,0,2
14/06/2017 21:00,224,1010,851,549,76,498,0,3
14/06/2017 22:00,191,741,511,511,86,485,0,0
14/06/2017 23:00,125,677,403,441,79,402,0,1
15/06/2017 00:00,71,557,166,216,30,281,0,0
15/06/2017 01:00,30,338,72,116,17,103,0,1
15/06/2017 02:00,30,194,75,41,11,57,0,0
15/06/2017 03:00,18,194,36,21,12,50,0,0
15/06/2017 04:00,10,127,52,13,14,39,0,0
15/06/2017 05:00,39,155,102,26,21,36,0,0
15/06/2017 06:00,75,486,349,112,68,177,0,0
15/06/2017 07:00,136,1376,701,213,119,492,2,0
15/06/2017 08:00,328,2610,1576,590,174,702,0,1
15/06/2017 09:00,364,1693,2187,707,78,610,0,0
15/06/2017 10:00,478,1746,3071,830,196,602,0,2
15/06/2017 11:00,422,2231,3947,1210,195,746,2,1
15/06/2017 12:00,650,3026,5197,1499,575,1124,2,0
15/06/2017 13:00,642,3259,5860,1787,625,1312,0,3
15/06/2017 14:00,486,2656,5052,1803,441,1219,0,11
15/06/2017 15:00,496,2649,4812,1862,413,1243,0,9
15/06/2017 16:00,543,2937,5349,1914,369,1348,0,25
15/06/2017 17:00,573,3508,5420,2356,417,1470,0,5
15/06/2017 18:00,472,3045,4427,1915,409,1193,0,13
15/06/2017 19:00,447,2318,2959,1685,280,554,1,2
15/06/2017 20:00,312,1675,2037,1209,170,32,0,9
15/06/2017 21:00,251,1100,1101,757,101,435,0,4
15/06/2017 22:00,220,980,498,627,73,414,0,1
15/06/2017 23:00,134,860,296,372,34,314,0,2
16/06/2017 00:00,68,544,133,251,32,144,0,1
16/06/2017 01:00,42,318,78,78,16,82,0,1
16/06/2017 02:00,23,293,75,41,15,70,0,0
16/06/2017 03:00,13,250,66,62,11,93,0,0
16/06/2017 04:00,18,164,57,28,21,49,0,0
16/06/2017 05:00,27,144,98,22,35,57,0,0
16/06/2017 06:00,57,517,344,71,60,211,0,1
16/06/2017 07:00,125,1166,716,197,85,455,0,0
16/06/2017 08:00,293,2273,1585,479,201,1088,0,0
16/06/2017 09:00,278,1704,2184,635,242,1016,0,0
16/06/2017 10:00,335,1851,3085,930,274,1066,0,0
16/06/2017 11:00,409,2206,4090,1158,393,1154,0,0
16/06/2017 12:00,585,2879,4748,1543,484,1433,0,0
16/06/2017 13:00,657,3527,5690,1778,643,1567,0,0
16/06/2017 14:00,431,3055,5660,1838,550,1055,0,0
16/06/2017 15:00,337,2896,5742,1862,469,1409,0,1
16/06/2017 16:00,620,3294,5222,1965,559,1589,0,1
16/06/2017 17:00,616,3563,5566,0,552,1594,0,1
16/06/2017 18:00,573,2938,4313,0,389,1506,0,0
16/06/2017 19:00,495,2178,2934,812,312,1361,0,0
16/06/2017 20:00,345,1422,1611,1105,121,1115,0,0
16/06/2017 21:00,380,1220,1113,879,113,960,0,0
16/06/2017 22:00,314,1225,734,664,85,807,0,4
16/06/2017 23:00,187,1353,483,610,47,638,0,2
17/06/2017 00:00,128,1027,233,506,39,370,0,1
17/06/2017 01:00,114,779,167,206,24,314,0,1
17/06/2017 02:00,76,671,121,359,31,274,0,1
17/06/2017 03:00,65,682,162,282,18,328,0,2
17/06/2017 04:00,52,370,122,52,19,103,0,0
17/06/2017 05:00,186,182,96,27,19,60,0,0
17/06/2017 06:00,105,251,212,51,35,125,0,0
17/06/2017 07:00,49,466,281,119,59,296,12,1
17/06/2017 08:00,117,691,1044,229,124,467,377,0
17/06/2017 09:00,211,1292,2136,558,299,725,75,0
17/06/2017 10:00,391,1909,3450,923,566,1236,72,0
17/06/2017 11:00,490,2877,4451,1230,695,1707,73,0
17/06/2017 12:00,553,3226,5263,1719,950,1529,0,0
17/06/2017 13:00,593,3830,5268,2002,921,1246,55,4
17/06/2017 14:00,488,4106,5212,2034,729,1723,75,4
17/06/2017 15:00,556,4035,5651,2185,872,1600,34,47
17/06/2017 16:00,445,4095,5469,2382,882,1341,5,0
17/06/2017 17:00,400,4153,5280,2111,872,1498,22,0
17/06/2017 18:00,412,2416,3767,1654,771,1284,0,1
17/06/2017 19:00,342,1483,2584,1205,527,1005,0,0
17/06/2017 20:00,347,1185,1608,1209,211,866,0,0
17/06/2017 21:00,298,1145,984,862,93,604,0,0
17/06/2017 22:00,260,1013,714,801,56,654,0,0
17/06/2017 23:00,186,1253,566,845,63,709,0,0
18/06/2017 00:00,157,1271,374,523,29,661,0,3
18/06/2017 01:00,109,999,220,478,21,367,0,3
18/06/2017 02:00,72,980,182,359,15,363,0,0
18/06/2017 03:00,83,849,206,347,32,555,0,0
18/06/2017 04:00,35,534,335,85,18,160,0,1
18/06/2017 05:00,26,199,54,32,11,68,0,0
18/06/2017 06:00,30,148,126,31,20,83,0,0
18/06/2017 07:00,42,203,107,54,21,97,0,1
18/06/2017 08:00,61,303,295,98,37,186,0,0
18/06/2017 09:00,98,586,738,214,74,653,0,0
18/06/2017 10:00,269,1252,1771,463,266,1180,9,0
18/06/2017 11:00,326,2107,2985,805,513,1595,12,0
18/06/2017 12:00,471,2701,3634,1029,641,1313,0,0
18/06/2017 13:00,572,3040,4049,1284,712,1103,0,1
18/06/2017 14:00,573,3358,4173,1539,637,1322,0,1
18/06/2017 15:00,431,3286,4332,120,668,1403,23,7
18/06/2017 16:00,459,3355,4271,0,718,1240,21,1
18/06/2017 17:00,393,3511,3847,734,802,1289,0,0
18/06/2017 18:00,360,1529,2911,1220,691,1184,0,3
18/06/2017 19:00,333,1125,1703,1017,361,778,0,0
18/06/2017 20:00,259,975,1193,727,134,599,0,0
18/06/2017 21:00,217,775,788,562,114,523,0,0
18/06/2017 22:00,197,780,535,406,97,454,0,0
18/06/2017 23:00,136,609,244,283,38,297,0,0
19/06/2017 00:00,37,352,136,142,28,131,0,0
19/06/2017 01:00,44,238,82,49,21,77,0,0
19/06/2017 02:00,14,135,40,27,4,47,0,0
19/06/2017 03:00,23,214,40,48,3,44,0,0
19/06/2017 04:00,15,145,76,32,17,42,0,0
19/06/2017 05:00,23,115,105,47,16,58,0,0
19/06/2017 06:00,60,468,311,74,47,226,0,0
19/06/2017 07:00,139,1410,604,191,129,625,64,0
19/06/2017 08:00,339,2557,1818,525,304,792,6,0
19/06/2017 09:00,242,1696,2560,641,339,1237,0,0
19/06/2017 10:00,369,1646,3196,792,330,1096,0,0
19/06/2017 11:00,478,1940,3791,1071,456,921,0,0
19/06/2017 12:00,669,2650,4157,1491,626,1150,0,1
19/06/2017 13:00,623,3073,5600,1478,673,908,0,1
19/06/2017 14:00,412,2264,3514,1607,345,795,0,0
19/06/2017 15:00,398,2051,4584,1814,391,975,0,0
19/06/2017 16:00,488,2496,4658,1713,601,1175,0,2
19/06/2017 17:00,526,3444,5316,1779,743,436,21,0
19/06/2017 18:00,568,2553,3772,1425,874,690,0,1
19/06/2017 19:00,443,1411,1956,878,432,215,0,3
19/06/2017 20:00,299,889,1184,761,201,561,0,3
19/06/2017 21:00,242,652,707,481,102,450,0,0
19/06/2017 22:00,189,678,438,476,80,377,0,1
19/06/2017 23:00,99,519,238,271,49,231,0,2
20/06/2017 00:00,44,373,102,82,23,131,0,0
20/06/2017 01:00,33,266,52,22,5,87,0,1
20/06/2017 02:00,10,312,32,23,13,33,0,0
20/06/2017 03:00,18,236,67,75,8,81,0,0
20/06/2017 04:00,10,75,50,37,14,56,0,0
20/06/2017 05:00,36,119,105,32,25,42,0,0
20/06/2017 06:00,62,489,314,72,67,180,0,0
20/06/2017 07:00,134,1490,908,200,121,440,0,0
20/06/2017 08:00,335,2679,2081,547,197,877,0,0
20/06/2017 09:00,265,2028,2979,714,253,1025,0,0
20/06/2017 10:00,353,1878,2867,751,279,1037,0,0
20/06/2017 11:00,396,2235,4124,929,421,897,0,0
20/06/2017 12:00,658,2891,4852,0,744,1127,0,0
20/06/2017 13:00,750,4006,5792,467,915,1358,0,0
20/06/2017 14:00,491,3129,4639,1,570,321,0,0
20/06/2017 15:00,446,2899,4989,889,537,835,13,0
20/06/2017 16:00,618,3222,5265,1768,812,1621,61,0
20/06/2017 17:00,541,3981,5547,1984,925,1882,3,3
20/06/2017 18:00,485,2601,4675,1744,855,1795,0,0
20/06/2017 19:00,416,1433,2420,1300,401,1030,0,8
20/06/2017 20:00,364,1026,1402,854,132,760,0,0
20/06/2017 21:00,235,803,810,547,91,617,0,0
20/06/2017 22:00,225,654,490,388,66,383,0,1
20/06/2017 23:00,90,674,286,346,46,335,0,0
21/06/2017 00:00,47,406,130,51,15,137,0,2
21/06/2017 01:00,19,219,84,0,9,86,0,0
21/06/2017 02:00,11,151,44,19,10,49,0,0
21/06/2017 03:00,13,275,28,53,3,45,0,0
21/06/2017 04:00,15,129,46,10,11,43,0,0
21/06/2017 05:00,21,129,86,26,26,43,0,0
21/06/2017 06:00,58,408,289,106,47,201,0,0
21/06/2017 07:00,120,1255,536,208,79,446,0,1
21/06/2017 08:00,288,2385,1107,549,191,923,0,0
21/06/2017 09:00,236,1690,1853,592,263,1076,0,0
21/06/2017 10:00,334,1740,2679,829,286,1160,0,25
21/06/2017 11:00,387,1935,3661,1005,422,1201,1,3
21/06/2017 12:00,636,2567,4447,1365,626,1293,0,0
21/06/2017 13:00,622,3268,5237,1829,700,1071,0,1
21/06/2017 14:00,405,2516,4584,1617,391,1288,0,0
21/06/2017 15:00,356,2119,4511,1597,332,1179,0,1
21/06/2017 16:00,412,1870,4423,1792,335,55,0,0
21/06/2017 17:00,482,2551,4865,1846,543,1144,5,0
21/06/2017 18:00,477,2020,3876,1582,579,1403,0,0
21/06/2017 19:00,392,1619,2402,1095,248,1215,0,0
21/06/2017 20:00,293,1132,1334,749,84,700,1,0
21/06/2017 21:00,279,932,830,587,78,411,0,0
21/06/2017 22:00,171,891,552,430,66,431,0,0
21/06/2017 23:00,140,792,386,306,37,422,0,0
22/06/2017 00:00,57,591,150,156,26,143,0,0
22/06/2017 01:00,38,352,88,57,3,76,0,0
22/06/2017 02:00,29,238,52,39,8,52,0,0
22/06/2017 03:00,13,217,70,31,5,47,0,0
22/06/2017 04:00,14,214,55,16,20,50,0,0
22/06/2017 05:00,19,134,87,27,20,33,0,0
22/06/2017 06:00,54,436,266,102,52,100,0,0
22/06/2017 07:00,125,1324,803,222,76,232,0,0
22/06/2017 08:00,294,2398,1715,555,135,739,0,0
22/06/2017 09:00,233,1901,2133,675,126,642,0,0
22/06/2017 10:00,260,1846,2938,875,117,832,0,0
22/06/2017 11:00,346,2147,3910,1127,321,1036,0,1
22/06/2017 12:00,650,2879,4825,1518,481,1186,0,0
22/06/2017 13:00,710,3625,5846,1874,707,1571,0,2
22/06/2017 14:00,468,2872,5346,1832,480,1391,0,0
22/06/2017 15:00,441,2659,5324,1885,442,670,0,0
22/06/2017 16:00,501,2761,5762,2063,612,1488,0,1
22/06/2017 17:00,622,3134,5928,2089,745,1862,6,0
22/06/2017 18:00,530,3079,4688,1935,565,1136,0,0
22/06/2017 19:00,464,2342,3113,1473,353,1087,0,0
22/06/2017 20:00,348,1775,2157,1198,235,783,0,1
22/06/2017 21:00,249,1167,1128,858,106,556,0,0
22/06/2017 22:00,205,1132,605,545,47,415,0,1
22/06/2017 23:00,129,846,320,448,36,266,0,1
23/06/2017 00:00,92,569,160,251,20,90,0,1
23/06/2017 01:00,34,304,108,109,13,78,0,0
23/06/2017 02:00,28,306,49,51,16,58,0,0
23/06/2017 03:00,8,322,54,43,7,44,0,0
23/06/2017 04:00,15,184,51,22,14,35,0,0
23/06/2017 05:00,24,104,90,39,20,21,0,0
23/06/2017 06:00,69,373,334,85,46,72,0,0
23/06/2017 07:00,97,1128,704,232,65,294,0,2
23/06/2017 08:00,292,2107,992,497,166,830,0,1
23/06/2017 09:00,292,1534,1961,645,174,887,0,0
23/06/2017 10:00,322,1539,2719,860,220,596,0,0
23/06/2017 11:00,393,2052,3529,52,383,25,0,0
23/06/2017 12:00,623,2477,4670,396,466,1270,0,1
23/06/2017 13:00,625,3316,5697,1769,578,1604,0,0
23/06/2017 14:00,567,2733,5262,1676,472,1387,0,0
23/06/2017 15:00,499,2766,5221,1711,481,1396,0,0
23/06/2017 16:00,607,3006,5217,1893,532,1528,0,5
23/06/2017 17:00,521,3239,5035,2026,581,1575,0,15
23/06/2017 18:00,550,2856,4070,1889,453,1187,0,2
23/06/2017 19:00,431,1754,2312,1284,256,851,0,3
23/06/2017 20:00,369,1311,1580,996,132,668,0,3
23/06/2017 21:00,325,1205,1004,823,83,430,0,4
23/06/2017 22:00,259,1204,646,798,80,357,0,4
23/06/2017 23:00,187,1169,409,665,75,372,0,4
24/06/2017 00:00,121,959,207,614,31,221,0,2
24/06/2017 01:00,82,748,156,294,24,144,0,4
24/06/2017 02:00,48,879,138,324,13,153,0,0
24/06/2017 03:00,56,844,110,361,28,168,0,2
24/06/2017 04:00,19,452,96,52,15,68,0,0
24/06/2017 05:00,19,128,93,37,23,59,0,0
24/06/2017 06:00,172,236,204,82,30,106,0,0
24/06/2017 07:00,64,393,381,130,51,236,0,0
24/06/2017 08:00,116,613,761,219,101,303,0,0
24/06/2017 09:00,180,1113,1624,499,169,506,0,0
24/06/2017 10:00,367,1744,2721,922,353,860,0,0
24/06/2017 11:00,405,2469,3186,1329,507,1136,0,0
24/06/2017 12:00,586,3301,4364,1716,743,1255,0,0
24/06/2017 13:00,674,4312,4887,1949,872,1330,0,0
24/06/2017 14:00,700,4460,4697,2181,861,1612,0,0
24/06/2017 15:00,626,3800,4664,2219,817,1576,0,0
24/06/2017 16:00,456,3455,5291,2375,940,1686,0,1
24/06/2017 17:00,396,3144,4891,2317,905,1528,0,0
24/06/2017 18:00,646,2582,3557,1827,628,1522,0,0
24/06/2017 19:00,546,2055,2377,1445,254,1020,0,3
24/06/2017 20:00,379,1492,1286,1229,69,552,0,0
24/06/2017 21:00,287,1179,784,885,49,468,0,4
24/06/2017 22:00,271,1123,654,749,53,466,0,0
24/06/2017 23:00,222,1115,443,734,50,427,0,7
25/06/2017 00:00,179,916,287,644,37,290,0,2
25/06/2017 01:00,139,805,150,414,22,239,0,3
25/06/2017 02:00,101,740,139,347,20,261,0,3
25/06/2017 03:00,118,828,147,450,13,314,0,6
25/06/2017 04:00,34,632,89,76,16,139,0,4
25/06/2017 05:00,9,120,53,46,8,22,0,0
25/06/2017 06:00,28,129,96,31,12,56,0,0
25/06/2017 07:00,40,173,178,77,20,50,0,0
25/06/2017 08:00,48,268,312,91,28,84,0,0
25/06/2017 09:00,114,463,720,150,47,285,0,0
25/06/2017 10:00,184,1032,1798,468,130,583,0,0
25/06/2017 11:00,309,1595,2931,729,347,868,0,0
25/06/2017 12:00,443,2185,3910,1106,479,1099,0,0
25/06/2017 13:00,563,2741,5119,1570,686,1098,9,0
25/06/2017 14:00,523,3356,5393,1714,704,1592,0,1
25/06/2017 15:00,555,3412,5577,1934,570,1681,0,0
25/06/2017 16:00,485,3211,5072,1898,447,1526,118,1
25/06/2017 17:00,569,2836,4065,1692,487,1457,0,1
25/06/2017 18:00,496,2116,3043,1387,277,1248,0,0
25/06/2017 19:00,398,1536,1692,947,128,916,0,6
25/06/2017 20:00,265,1042,986,634,98,619,0,0
25/06/2017 21:00,198,773,651,546,92,426,0,2
25/06/2017 22:00,155,647,459,347,59,366,0,0
25/06/2017 23:00,132,683,269,258,41,335,0,0
26/06/2017 00:00,77,531,136,132,31,255,0,3
26/06/2017 01:00,45,343,68,31,13,73,0,2
26/06/2017 02:00,9,194,53,33,7,51,0,0
26/06/2017 03:00,15,182,60,42,7,33,0,0
26/06/2017 04:00,12,134,70,20,21,55,0,0
26/06/2017 05:00,32,105,91,30,19,39,0,0
26/06/2017 06:00,62,501,321,83,59,205,0,0
26/06/2017 07:00,107,1303,601,201,98,486,0,2
26/06/2017 08:00,326,2507,1272,531,206,814,0,1
26/06/2017 09:00,255,1866,2278,601,234,798,0,1
26/06/2017 10:00,263,1920,3158,770,282,739,0,0
26/06/2017 11:00,395,2367,3903,1093,418,817,0,1
26/06/2017 12:00,208,3180,5125,1373,601,1167,0,0
26/06/2017 13:00,712,3813,5871,1725,620,1577,0,2
26/06/2017 14:00,523,2650,5140,1730,436,1461,0,1
26/06/2017 15:00,533,2683,4856,1667,416,1394,0,2
26/06/2017 16:00,539,2676,4461,1613,414,1574,0,4
26/06/2017 17:00,591,3069,4612,1782,555,1230,0,3
26/06/2017 18:00,471,2471,4120,754,471,1237,0,4
26/06/2017 19:00,405,1459,2022,898,246,706,0,2
26/06/2017 20:00,236,565,796,603,84,353,0,0
26/06/2017 21:00,165,390,385,385,50,197,0,2
26/06/2017 22:00,129,389,267,299,53,210,0,1
26/06/2017 23:00,68,402,133,180,40,148,0,0
27/06/2017 00:00,29,163,47,50,15,22,0,1
27/06/2017 01:00,13,164,18,11,6,13,0,0
27/06/2017 02:00,9,237,8,15,9,21,0,0
27/06/2017 03:00,4,173,11,9,1,30,0,0
27/06/2017 04:00,10,42,32,2,17,23,0,0
27/06/2017 05:00,18,95,78,25,23,16,0,0
27/06/2017 06:00,68,361,220,68,53,58,0,0
27/06/2017 07:00,102,1031,652,172,58,204,0,0
27/06/2017 08:00,291,2197,1460,481,215,602,0,0
27/06/2017 09:00,269,1784,2071,588,267,766,0,1
27/06/2017 10:00,280,1766,2701,681,314,1050,0,22
27/06/2017 11:00,364,1839,3313,958,408,1011,0,2
27/06/2017 12:00,640,2557,4436,1300,690,0,0,0
27/06/2017 13:00,682,3410,6026,1626,918,466,0,2
27/06/2017 14:00,505,3435,5222,1593,679,1731,0,0
27/06/2017 15:00,391,3097,5356,1718,475,1814,36,6
27/06/2017 16:00,583,2427,5213,1730,458,1827,0,0
27/06/2017 17:00,600,3722,5087,1928,592,2032,14,0
27/06/2017 18:00,485,2333,4058,1574,417,1394,126,5
27/06/2017 19:00,363,1690,2273,1235,208,1235,0,2
27/06/2017 20:00,341,1066,1388,429,116,1003,4,0
27/06/2017 21:00,267,1057,952,582,105,816,5,0
27/06/2017 22:00,193,805,557,488,74,553,2,0
27/06/2017 23:00,143,629,315,267,58,332,0,2
28/06/2017 00:00,47,394,118,144,27,135,0,0
28/06/2017 01:00,30,180,58,38,9,57,0,0
28/06/2017 02:00,20,197,34,27,11,45,0,0
28/06/2017 03:00,14,237,36,27,6,43,0,1
28/06/2017 04:00,17,99,44,9,15,25,0,0
28/06/2017 05:00,24,116,106,21,18,51,0,0
28/06/2017 06:00,65,467,330,90,37,219,0,1
28/06/2017 07:00,129,1222,537,207,100,519,0,2
28/06/2017 08:00,324,2338,1347,575,155,962,0,2
28/06/2017 09:00,257,1379,1691,550,133,650,0,2
28/06/2017 10:00,213,928,1455,679,101,563,39,1892
28/06/2017 11:00,269,1223,1605,769,156,543,0,2565
28/06/2017 12:00,450,1785,2154,1108,319,1032,0,2463
28/06/2017 13:00,485,2050,2509,1253,445,1265,0,4159
28/06/2017 14:00,474,2340,3183,1368,492,1100,0,3285
28/06/2017 15:00,481,2354,3610,1451,536,1697,0,2918
28/06/2017 16:00,585,2610,4197,1621,618,1816,0,2975
28/06/2017 17:00,544,3235,4304,1900,739,1965,0,3756
28/06/2017 18:00,539,2924,3612,1561,616,1679,0,3382
28/06/2017 19:00,441,1700,2053,1271,338,1046,0,2524
28/06/2017 20:00,285,1124,1032,748,127,592,0,1810
28/06/2017 21:00,245,1034,739,556,103,548,0,1684
28/06/2017 22:00,176,803,503,508,75,537,0,1372
28/06/2017 23:00,113,565,280,528,57,331,0,909
29/06/2017 00:00,52,415,99,139,28,122,0,407
29/06/2017 01:00,32,235,39,82,12,66,0,254
29/06/2017 02:00,30,208,38,29,9,58,0,179
29/06/2017 03:00,15,228,39,17,8,52,0,229
29/06/2017 04:00,19,115,57,26,23,53,0,110
29/06/2017 05:00,54,110,102,25,30,59,0,118
29/06/2017 06:00,103,459,328,81,58,204,0,517
29/06/2017 07:00,133,1290,566,182,102,465,0,1447
29/06/2017 08:00,322,2565,1321,546,191,1096,49,2390
29/06/2017 09:00,274,1734,2069,650,239,983,408,1627
29/06/2017 10:00,313,1516,2790,803,258,928,253,1855
29/06/2017 11:00,356,1962,3511,994,356,1187,269,2204
29/06/2017 12:00,582,2654,5061,1473,655,805,1141,2611
29/06/2017 13:00,601,3410,5690,1777,890,1025,1379,3339
29/06/2017 14:00,430,2612,4947,1627,558,1489,674,2724
29/06/2017 15:00,441,2585,4965,393,461,1515,827,3272
29/06/2017 16:00,490,2718,5512,1691,552,1705,1153,4150
29/06/2017 17:00,509,3314,5049,2014,539,1452,1155,5309
29/06/2017 18:00,425,3099,3981,1619,504,1325,788,6901
29/06/2017 19:00,403,1815,2925,1178,380,1290,503,3750
29/06/2017 20:00,324,356,2021,986,246,914,747,2854
29/06/2017 21:00,279,1103,1087,606,152,663,795,2141
29/06/2017 22:00,192,881,469,363,69,490,423,1565
29/06/2017 23:00,97,736,303,486,61,446,622,1615
30/06/2017 00:00,75,569,172,191,33,191,230,841
30/06/2017 01:00,26,270,61,59,14,72,200,558
30/06/2017 02:00,22,229,41,40,8,57,64,281
30/06/2017 03:00,61,222,56,64,9,72,96,467
30/06/2017 04:00,13,117,43,30,14,68,8,118
30/06/2017 05:00,19,85,88,16,24,59,32,145
30/06/2017 06:00,67,427,319,83,48,219,198,522
30/06/2017 07:00,134,1097,582,181,74,425,419,1423
30/06/2017 08:00,307,1955,1228,505,185,1018,876,2230
30/06/2017 09:00,274,1643,1879,636,284,1113,624,946
30/06/2017 10:00,317,1706,2889,799,312,1137,718,2005
30/06/2017 11:00,403,2103,3732,1077,441,1401,473,2725
30/06/2017 12:00,602,2879,4708,1503,673,1684,693,2741
30/06/2017 13:00,686,3457,5876,1834,935,1881,803,3129
30/06/2017 14:00,565,3063,5620,1842,787,1705,729,3117
30/06/2017 15:00,591,2984,5940,1958,792,1796,763,3017
30/06/2017 16:00,590,3345,6660,73,731,1703,855,3390
30/06/2017 17:00,661,3714,5644,1966,839,1955,1059,3979
30/06/2017 18:00,559,2972,4433,1786,724,1889,799,3749
30/06/2017 19:00,478,2062,3027,1353,449,1386,604,2771
30/06/2017 20:00,391,1419,1720,1127,288,1118,489,2213
30/06/2017 21:00,274,1268,1025,900,143,801,387,2218
30/06/2017 22:00,296,1305,708,687,111,681,403,2047
30/06/2017 23:00,259,1190,404,703,85,591,322,1767
01/07/2017 00:00,135,965,226,631,54,395,188,1308
01/07/2017 01:00,114,751,146,253,45,268,143,979
