Date and Time,Capel st/Mary street,Grafton st/Monsoon,Henry Street/Coles Lane/Dunnes,Liffey st/Halfpenny Bridge,Mary st/Jervis st,O'Connell St/Pennys,Westmoreland Street East/Fleet street,Westmoreland Street West/Carrolls
01/01/2017 00:00,124,1625,259,827,65,2521,460,1481
01/01/2017 01:00,112,1204,255,825,76,2195,367,944
01/01/2017 02:00,124,1240,277,775,74,2314,310,722
01/01/2017 03:00,171,1395,279,1359,66,3326,418,1007
01/01/2017 04:00,85,836,168,200,44,1286,143,519
01/01/2017 05:00,65,317,73,60,26,1032,53,348
01/01/2017 06:00,34,162,90,29,20,520,57,230
01/01/2017 07:00,32,173,67,55,21,805,68,206
01/01/2017 08:00,32,183,135,35,23,763,67,806
01/01/2017 09:00,40,309,285,63,50,1229,76,578
01/01/2017 10:00,80,766,659,160,117,2427,130,487
01/01/2017 11:00,190,1401,1228,355,242,2478,182,782
01/01/2017 12:00,222,2535,1848,542,350,3151,279,2023
01/01/2017 13:00,283,2922,2436,744,456,3746,366,803
01/01/2017 14:00,313,3389,2879,837,522,3734,295,950
01/01/2017 15:00,357,3664,2950,1056,616,3948,327,1303
01/01/2017 16:00,349,3849,3006,1032,647,4345,363,1730
01/01/2017 17:00,338,2817,2213,729,467,3943,368,1825
01/01/2017 18:00,315,1714,1519,535,363,3752,313,985
01/01/2017 19:00,218,1107,1016,379,242,3538,232,1778
01/01/2017 20:00,161,1004,705,283,157,2959,299,663
01/01/2017 21:00,208,612,413,196,121,3049,156,985
01/01/2017 22:00,114,475,288,174,81,2738,155,684
01/01/2017 23:00,97,339,150,148,40,1593,143,449
02/01/2017 00:00,50,238,93,78,30,923,47,440
02/01/2017 01:00,34,125,63,34,27,631,43,312
02/01/2017 02:00,15,106,38,47,12,547,33,100
02/01/2017 03:00,15,127,32,14,4,395,25,16
02/01/2017 04:00,15,64,62,31,18,244,7,12
02/01/2017 05:00,9,43,41,23,2,313,9,78
02/01/2017 06:00,30,138,113,27,25,587,50,196
02/01/2017 07:00,41,252,169,56,28,534,63,181
02/01/2017 08:00,31,395,358,67,54,933,116,166
02/01/2017 09:00,101,773,787,269,97,1972,129,259
02/01/2017 10:00,219,1297,1846,426,224,1999,177,1524
02/01/2017 11:00,266,2425,3717,884,436,2761,240,992
02/01/2017 12:00,337,3451,4949,1189,654,3153,356,733
02/01/2017 13:00,483,3500,5340,1654,879,4042,512,1023
02/01/2017 14:00,517,4489,5490,1964,980,4395,436,859
02/01/2017 15:00,496,4942,5823,2004,960,5040,439,1085
02/01/2017 16:00,531,4759,5877,1955,923,4876,566,1264
02/01/2017 17:00,345,4009,4694,1582,814,4965,468,1296
02/01/2017 18:00,407,2394,3110,1044,627,4301,411,1093
02/01/2017 19:00,366,1168,1852,699,368,4061,350,652
02/01/2017 20:00,276,836,846,387,197,3573,254,802
02/01/2017 21:00,280,680,481,253,116,3163,205,395
02/01/2017 22:00,215,612,304,182,78,2711,160,716
02/01/2017 23:00,293,367,202,141,53,1797,157,356
03/01/2017 00:00,79,237,97,63,28,1075,83,272
03/01/2017 01:00,39,163,60,37,27,586,27,187
03/01/2017 02:00,44,371,39,24,4,900,15,135
03/01/2017 03:00,17,327,40,20,17,493,14,47
03/01/2017 04:00,15,81,45,8,13,268,15,98
03/01/2017 05:00,20,142,87,16,18,783,25,62
03/01/2017 06:00,60,409,229,68,56,1238,72,154
03/01/2017 07:00,90,1167,275,158,101,3202,226,934
03/01/2017 08:00,188,2609,653,366,239,5415,547,2148
03/01/2017 09:00,188,1551,740,473,286,3721,342,1073
03/01/2017 10:00,263,1763,2468,647,345,3608,325,627
03/01/2017 11:00,292,2693,3733,927,563,3603,448,988
03/01/2017 12:00,476,4297,5231,1335,786,4594,497,1934
03/01/2017 13:00,614,5146,6292,1856,1046,5050,622,1527
03/01/2017 14:00,492,4148,6708,1806,955,4961,595,1507
03/01/2017 15:00,536,4277,5923,1888,916,4953,605,1052
03/01/2017 16:00,539,4660,5678,1785,908,5894,733,1425
03/01/2017 17:00,517,4794,5268,1686,848,5999,1006,1998
03/01/2017 18:00,437,3434,3909,1290,645,4980,631,1509
03/01/2017 19:00,409,1838,2018,753,444,4043,398,475
03/01/2017 20:00,261,1026,1002,440,250,3246,250,535
03/01/2017 21:00,178,941,566,355,131,3311,193,983
03/01/2017 22:00,138,641,374,209,77,2812,168,1299
03/01/2017 23:00,72,411,245,176,55,1909,118,336
04/01/2017 00:00,53,329,93,80,26,1034,56,624
04/01/2017 01:00,18,128,51,43,14,970,8,542
04/01/2017 02:00,12,107,37,8,5,239,16,403
04/01/2017 03:00,2,221,30,14,9,336,11,14
04/01/2017 04:00,10,81,42,15,9,134,6,20
04/01/2017 05:00,21,121,76,13,21,319,23,30
04/01/2017 06:00,41,448,288,65,44,1372,94,169
04/01/2017 07:00,83,1245,626,182,113,3561,265,1138
04/01/2017 08:00,269,1696,596,423,247,5843,549,2749
04/01/2017 09:00,325,1012,1729,526,295,4054,406,1136
04/01/2017 10:00,489,1718,2759,704,326,3449,385,707
04/01/2017 11:00,342,2562,3774,929,491,3847,352,1039
04/01/2017 12:00,482,3685,4735,1350,694,4799,513,1442
04/01/2017 13:00,622,4885,6173,1724,898,5224,575,1705
04/01/2017 14:00,584,4114,5804,1648,771,4764,581,1302
04/01/2017 15:00,471,3951,5588,1759,840,5343,629,1920
04/01/2017 16:00,532,4688,5544,1786,849,5407,900,2215
04/01/2017 17:00,565,4797,5195,1642,888,7000,1084,3024
04/01/2017 18:00,106,3781,3795,1309,739,6449,736,1881
04/01/2017 19:00,1,1311,2156,799,518,4561,491,914
04/01/2017 20:00,0,0,977,558,210,3632,347,589
04/01/2017 21:00,520,316,588,322,132,3403,224,472
04/01/2017 22:00,306,750,378,443,104,2444,227,631
04/01/2017 23:00,49,489,235,194,57,1917,109,511
05/01/2017 00:00,1,296,229,114,29,890,67,333
05/01/2017 01:00,2,204,75,17,14,514,28,624
05/01/2017 02:00,16,192,107,32,12,435,19,543
05/01/2017 03:00,21,163,69,14,19,434,14,33
05/01/2017 04:00,17,109,55,7,20,191,12,63
05/01/2017 05:00,25,123,102,16,21,238,14,23
05/01/2017 06:00,480,484,140,66,54,1492,100,625
05/01/2017 07:00,115,1308,283,187,111,3564,271,1424
05/01/2017 08:00,228,2805,1113,415,260,6031,566,3173
05/01/2017 09:00,295,1660,1714,545,283,4368,413,1534
05/01/2017 10:00,245,1581,2631,639,367,3667,385,1514
05/01/2017 11:00,430,2754,4179,1001,553,4190,398,2139
05/01/2017 12:00,520,3915,5355,1447,764,4735,541,2224
05/01/2017 13:00,646,5043,6666,1788,1105,5190,656,2495
05/01/2017 14:00,514,4156,5794,1722,1053,5013,529,1771
05/01/2017 15:00,509,4153,5737,1727,936,5201,637,1314
05/01/2017 16:00,586,4749,6138,1753,902,5812,851,2029
05/01/2017 17:00,598,5133,5247,1731,963,6248,1117,2208
05/01/2017 18:00,629,4303,4715,1521,851,6043,920,1993
05/01/2017 19:00,431,2666,3212,1206,608,4379,449,1403
05/01/2017 20:00,314,1688,1848,890,393,3994,370,636
05/01/2017 21:00,291,1179,965,472,216,3082,283,647
05/01/2017 22:00,141,786,495,330,120,2443,244,753
05/01/2017 23:00,111,568,269,222,67,1893,188,1457
06/01/2017 00:00,52,382,101,188,37,1245,62,396
06/01/2017 01:00,21,308,61,65,16,817,36,2426
06/01/2017 02:00,8,296,65,43,15,695,65,387
06/01/2017 03:00,20,387,37,58,10,494,20,90
06/01/2017 04:00,17,145,65,20,12,253,17,1274
06/01/2017 05:00,22,137,91,20,21,453,20,179
06/01/2017 06:00,40,468,252,51,41,1312,254,227
06/01/2017 07:00,100,1192,618,160,125,3011,382,1100
06/01/2017 08:00,409,1963,1288,432,230,5827,502,3915
06/01/2017 09:00,202,1253,1754,476,270,3911,387,3616
06/01/2017 10:00,256,1550,2607,640,308,3313,382,1536
06/01/2017 11:00,348,2493,3852,995,531,4000,428,1576
06/01/2017 12:00,434,4001,4953,1438,609,4530,551,1509
06/01/2017 13:00,549,4943,6502,1713,998,5129,707,1544
06/01/2017 14:00,472,3690,5351,1606,723,4562,615,2167
06/01/2017 15:00,519,3619,5116,1769,752,4822,668,1640
06/01/2017 16:00,495,4266,5687,1752,829,5353,838,1841
06/01/2017 17:00,588,4424,4837,1897,699,6493,1113,2176
06/01/2017 18:00,492,3760,3734,1458,671,5483,890,2187
06/01/2017 19:00,458,1354,2521,1085,443,4701,528,1038
06/01/2017 20:00,354,273,1416,825,309,4191,432,1036
06/01/2017 21:00,254,245,731,543,157,3947,343,493
06/01/2017 22:00,200,396,457,471,133,3402,301,698
06/01/2017 23:00,170,851,311,448,69,2296,243,649
07/01/2017 00:00,115,651,182,337,54,1310,149,1312
07/01/2017 01:00,65,436,151,296,40,912,159,2055
07/01/2017 02:00,42,477,85,174,17,1333,118,471
07/01/2017 03:00,48,427,98,122,22,1410,83,205
07/01/2017 04:00,21,314,71,21,17,594,22,111
07/01/2017 05:00,14,138,68,17,18,468,18,13
07/01/2017 06:00,97,218,153,49,28,727,46,85
07/01/2017 07:00,52,359,284,82,53,1139,78,372
07/01/2017 08:00,60,569,954,145,80,1746,133,921
07/01/2017 09:00,117,1003,1483,343,200,2660,183,922
07/01/2017 10:00,294,1787,2400,694,327,2945,257,968
07/01/2017 11:00,348,2615,3540,1082,532,3807,339,1077
07/01/2017 12:00,508,3513,4224,1428,819,3869,401,1147
07/01/2017 13:00,574,3976,5002,1858,973,4796,484,1112
07/01/2017 14:00,611,4452,5952,1861,954,4622,548,1595
07/01/2017 15:00,648,4881,6159,2064,1072,4928,532,1153
07/01/2017 16:00,624,4551,6219,2111,1061,5321,680,1779
07/01/2017 17:00,584,4041,5360,1964,920,5183,678,1357
07/01/2017 18:00,433,2827,3563,1293,654,4475,517,1277
07/01/2017 19:00,420,1866,2077,1041,490,4886,482,1407
07/01/2017 20:00,347,1356,1079,749,284,4213,365,667
07/01/2017 21:00,247,1344,643,636,154,4319,340,642
07/01/2017 22:00,215,1000,454,471,116,4142,317,1035
07/01/2017 23:00,195,918,311,521,91,3110,436,1136
08/01/2017 00:00,140,635,177,367,38,2703,322,2845
08/01/2017 01:00,68,518,145,264,48,1694,265,3186
08/01/2017 02:00,50,513,113,197,21,2281,178,1066
08/01/2017 03:00,56,534,92,158,16,1876,315,804
08/01/2017 04:00,35,363,78,43,6,992,77,381
08/01/2017 05:00,19,155,40,14,14,289,23,205
08/01/2017 06:00,18,137,76,32,24,269,31,68
08/01/2017 07:00,35,189,99,48,26,775,40,128
08/01/2017 08:00,37,254,203,50,33,1029,67,263
08/01/2017 09:00,71,482,492,139,59,1923,113,664
08/01/2017 10:00,168,1036,1359,354,222,2267,163,602
08/01/2017 11:00,238,1894,2109,571,413,2621,230,504
08/01/2017 12:00,359,2717,3071,1049,580,3376,223,1073
08/01/2017 13:00,446,3217,4038,1354,731,3979,316,1400
08/01/2017 14:00,518,3708,4416,1480,897,4184,375,1282
08/01/2017 15:00,516,4142,4585,1673,907,4756,380,1260
08/01/2017 16:00,480,4006,3960,1566,824,4337,440,1414
08/01/2017 17:00,500,3112,3301,1360,742,3932,357,680
08/01/2017 18:00,415,1933,2366,928,565,4204,356,1616
08/01/2017 19:00,304,1188,1344,493,286,4767,266,1044
08/01/2017 20:00,177,929,699,446,163,3489,229,1625
08/01/2017 21:00,136,708,418,246,103,2513,172,638
08/01/2017 22:00,128,587,234,202,83,1980,166,562
08/01/2017 23:00,80,409,162,135,192,1875,121,445
09/01/2017 00:00,31,230,72,58,32,1203,71,226
09/01/2017 01:00,28,222,87,37,15,784,30,508
09/01/2017 02:00,14,132,56,22,12,633,7,101
09/01/2017 03:00,6,162,34,14,9,441,7,317
09/01/2017 04:00,20,127,40,19,12,378,9,14
09/01/2017 05:00,23,117,79,16,16,366,23,26
09/01/2017 06:00,46,445,289,71,46,1357,168,247
09/01/2017 07:00,100,1055,509,186,77,3793,249,1759
09/01/2017 08:00,288,1808,856,484,192,6524,629,3726
09/01/2017 09:00,273,931,1609,523,280,4150,512,2249
09/01/2017 10:00,244,993,2248,614,297,3546,340,1214
09/01/2017 11:00,305,2022,3439,729,371,4031,356,1134
09/01/2017 12:00,511,3073,4738,1089,561,4891,637,1662
09/01/2017 13:00,636,3150,5672,1424,884,4842,735,1572
09/01/2017 14:00,469,3072,5076,1225,641,4758,497,1021
09/01/2017 15:00,478,2751,4746,1285,641,6070,581,1942
09/01/2017 16:00,505,2952,4570,1140,548,5798,810,2680
09/01/2017 17:00,532,3157,4394,1414,649,6743,1065,1685
09/01/2017 18:00,515,3000,3068,1054,573,6459,758,1608
09/01/2017 19:00,360,1534,1732,614,320,4406,420,1267
09/01/2017 20:00,258,919,841,415,164,3425,295,620
09/01/2017 21:00,310,728,463,285,92,2873,225,660
09/01/2017 22:00,149,497,317,246,72,2538,157,1003
09/01/2017 23:00,72,396,182,122,45,2212,123,728
10/01/2017 00:00,43,288,77,53,28,705,58,220
10/01/2017 01:00,17,231,68,31,6,664,19,629
10/01/2017 02:00,5,297,19,14,7,732,15,681
10/01/2017 03:00,12,251,24,11,10,292,4,242
10/01/2017 04:00,9,84,37,4,10,191,8,232
10/01/2017 05:00,25,96,90,15,21,371,31,315
10/01/2017 06:00,44,472,313,80,59,1462,191,673
10/01/2017 07:00,89,1385,772,196,124,3831,288,1321
10/01/2017 08:00,267,2976,1447,501,288,6764,702,3254
10/01/2017 09:00,277,2031,1555,586,319,4580,489,2234
10/01/2017 10:00,267,1600,2144,638,332,4173,358,1252
10/01/2017 11:00,295,2030,2854,843,338,3899,281,863
10/01/2017 12:00,504,2999,4205,1054,559,4782,395,1594
10/01/2017 13:00,625,4144,5152,1413,601,5117,637,1837
10/01/2017 14:00,468,2935,4451,1262,600,4531,489,1188
10/01/2017 15:00,434,2903,4167,1186,626,4805,629,1955
10/01/2017 16:00,499,3061,4459,1427,622,6016,931,2188
10/01/2017 17:00,518,3773,4540,1486,736,6501,1149,2131
10/01/2017 18:00,511,3281,3315,1197,654,5921,897,2868
10/01/2017 19:00,405,1813,1776,796,348,4492,441,845
10/01/2017 20:00,263,988,935,493,181,4194,310,826
10/01/2017 21:00,261,784,500,344,109,2652,245,1072
10/01/2017 22:00,159,632,319,292,55,2324,162,749
10/01/2017 23:00,84,473,186,237,52,2299,169,1004
11/01/2017 00:00,47,268,105,149,23,942,60,2705
11/01/2017 01:00,16,161,65,83,25,498,27,427
11/01/2017 02:00,22,114,34,12,11,345,9,296
11/01/2017 03:00,15,222,75,13,5,204,4,11
11/01/2017 04:00,12,122,47,10,13,187,23,1085
11/01/2017 05:00,22,106,83,15,15,275,27,146
11/01/2017 06:00,43,512,279,74,51,1234,169,343
11/01/2017 07:00,138,1333,638,188,100,4043,285,1591
11/01/2017 08:00,326,2788,1680,474,223,7020,694,3422
11/01/2017 09:00,241,1764,1674,535,270,5452,482,2359
11/01/2017 10:00,285,1545,1904,611,269,4520,475,1320
11/01/2017 11:00,286,1983,3365,885,401,4449,367,1155
11/01/2017 12:00,510,3018,4101,1150,586,4777,610,1502
11/01/2017 13:00,609,3939,4944,1465,859,5362,659,2120
11/01/2017 14:00,433,2905,4217,1264,639,5246,558,1304
11/01/2017 15:00,388,2761,4148,1247,626,5342,557,2017
11/01/2017 16:00,468,3103,4273,1252,661,6060,762,2062
11/01/2017 17:00,155,3852,4311,1471,641,8252,1187,3095
11/01/2017 18:00,49,3265,3587,1164,636,6590,953,2235
11/01/2017 19:00,33,1797,1947,759,397,4666,467,1035
11/01/2017 20:00,15,1000,838,419,190,3659,342,858
11/01/2017 21:00,16,799,512,271,112,3277,242,824
11/01/2017 22:00,13,647,346,263,105,2699,179,840
11/01/2017 23:00,12,500,191,144,55,1891,132,431
12/01/2017 00:00,7,294,72,56,23,1339,73,261
12/01/2017 01:00,10,174,72,29,20,676,27,600
12/01/2017 02:00,20,147,43,17,14,417,19,460
12/01/2017 03:00,23,161,56,6,14,285,12,213
12/01/2017 04:00,11,103,50,6,11,279,9,48
12/01/2017 05:00,10,96,79,11,14,219,16,98
12/01/2017 06:00,314,473,305,72,65,1079,97,619
12/01/2017 07:00,107,1255,631,177,109,3351,310,1397
12/01/2017 08:00,471,2748,1550,450,230,6475,633,3783
12/01/2017 09:00,448,1552,1866,526,302,5189,497,2515
12/01/2017 10:00,423,1231,2361,598,339,4135,328,2230
12/01/2017 11:00,304,1977,3020,761,388,4509,387,1580
12/01/2017 12:00,477,2899,4111,1060,423,5157,548,2024
12/01/2017 13:00,569,3931,4882,1400,856,5350,666,2136
12/01/2017 14:00,485,2993,4265,1208,702,5125,569,3012
12/01/2017 15:00,511,2989,4258,1226,529,6012,522,2219
12/01/2017 16:00,499,3302,4628,1322,640,6490,784,1919
12/01/2017 17:00,563,4271,4304,1490,671,7234,1117,2504
12/01/2017 18:00,467,3640,3542,1324,548,6253,800,2247
12/01/2017 19:00,408,2274,2202,781,359,4753,514,1473
12/01/2017 20:00,290,1321,1398,602,61,4394,307,1323
12/01/2017 21:00,217,939,739,416,0,3512,247,1241
12/01/2017 22:00,99,621,451,270,1,3224,197,1471
12/01/2017 23:00,92,467,198,149,0,2116,148,854
13/01/2017 00:00,53,297,112,73,0,1032,61,696
13/01/2017 01:00,24,191,94,36,22,770,42,311
13/01/2017 02:00,12,205,42,14,14,567,27,146
13/01/2017 03:00,9,297,40,10,8,408,18,127
13/01/2017 04:00,11,90,52,6,10,866,7,45
13/01/2017 05:00,14,115,96,25,18,386,20,1058
13/01/2017 06:00,54,455,271,86,53,1407,151,299
13/01/2017 07:00,105,1326,784,162,131,3935,254,1029
13/01/2017 08:00,208,2646,1319,465,252,6959,594,3713
13/01/2017 09:00,213,2015,1936,515,337,5274,472,2699
13/01/2017 10:00,231,1591,1841,617,350,4433,362,1496
13/01/2017 11:00,273,2226,3380,841,462,4045,389,2072
13/01/2017 12:00,465,2731,4593,1063,684,4991,646,1666
13/01/2017 13:00,586,4050,4681,1520,950,5421,742,2763
13/01/2017 14:00,442,3278,4939,1338,788,5464,643,2216
13/01/2017 15:00,389,3055,4932,1440,664,6081,655,1520
13/01/2017 16:00,476,3594,5282,1526,725,7120,863,3007
13/01/2017 17:00,523,4372,5008,1522,823,7289,1158,2439
13/01/2017 18:00,498,3523,3532,1321,657,6389,916,3012
13/01/2017 19:00,399,2204,2433,824,404,5175,575,2175
13/01/2017 20:00,333,1287,1295,670,255,4450,458,1384
13/01/2017 21:00,249,1064,657,419,137,4698,395,1303
13/01/2017 22:00,169,941,476,419,110,3701,330,743
13/01/2017 23:00,159,860,521,440,77,2580,292,1941
14/01/2017 00:00,87,646,180,282,55,1813,177,767
14/01/2017 01:00,65,480,127,223,21,1600,193,804
14/01/2017 02:00,26,412,88,131,22,1610,124,846
14/01/2017 03:00,41,409,151,397,16,1310,85,670
14/01/2017 04:00,22,333,55,35,23,654,28,136
14/01/2017 05:00,16,131,90,26,29,288,25,46
14/01/2017 06:00,39,233,279,40,33,906,39,69
14/01/2017 07:00,44,371,294,80,52,1156,98,301
14/01/2017 08:00,57,580,394,175,82,2055,113,355
14/01/2017 09:00,153,1090,1391,363,179,3476,209,562
14/01/2017 10:00,250,1696,2170,628,363,3352,288,910
14/01/2017 11:00,365,2615,3395,989,592,3745,388,2318
14/01/2017 12:00,445,3447,4436,1336,809,4438,425,1004
14/01/2017 13:00,531,3925,5054,1700,892,4498,472,1695
14/01/2017 14:00,566,4388,5623,1931,965,4696,500,1509
14/01/2017 15:00,622,4608,6828,2013,1050,5528,533,1269
14/01/2017 16:00,639,4879,6081,2121,967,5829,622,1390
14/01/2017 17:00,594,3915,5357,1939,866,5556,654,2161
14/01/2017 18:00,494,2689,3514,1162,720,5380,512,1933
14/01/2017 19:00,460,1787,2121,966,434,5037,425,1028
14/01/2017 20:00,337,1318,1077,745,230,4883,359,1359
14/01/2017 21:00,286,1090,664,528,170,4110,319,785
14/01/2017 22:00,213,968,483,529,124,4173,332,873
14/01/2017 23:00,204,1025,350,591,107,3931,322,1471
15/01/2017 00:00,122,764,199,503,64,2421,267,2163
15/01/2017 01:00,106,538,125,367,27,1293,152,1467
15/01/2017 02:00,56,502,118,223,31,1529,142,720
15/01/2017 03:00,60,816,122,553,35,1618,166,824
15/01/2017 04:00,59,540,71,29,20,1131,75,174
15/01/2017 05:00,17,181,37,14,12,408,48,170
15/01/2017 06:00,18,122,63,30,19,347,33,1272
15/01/2017 07:00,40,170,91,45,29,570,43,72
15/01/2017 08:00,32,278,214,56,35,894,65,112
15/01/2017 09:00,69,487,539,124,68,1591,122,552
15/01/2017 10:00,157,1016,1300,325,174,3755,175,800
15/01/2017 11:00,233,1666,2186,591,412,2539,219,931
15/01/2017 12:00,329,2674,3053,920,540,3418,316,593
15/01/2017 13:00,438,2992,3708,1323,654,4233,319,1264
15/01/2017 14:00,486,3311,4135,1793,797,4449,357,739
15/01/2017 15:00,473,3575,4242,1855,828,4376,433,1184
15/01/2017 16:00,549,3375,4252,1983,803,4643,408,1333
15/01/2017 17:00,446,2784,3273,1724,670,4801,353,1421
15/01/2017 18:00,388,1875,2329,1427,454,4612,352,861
15/01/2017 19:00,313,1117,1386,1131,291,4390,308,1006
15/01/2017 20:00,208,1012,738,955,161,3196,211,783
15/01/2017 21:00,124,702,462,676,100,2830,212,1238
15/01/2017 22:00,128,615,299,348,70,2815,160,1368
15/01/2017 23:00,81,501,200,342,48,1665,137,542
16/01/2017 00:00,34,245,113,85,32,1018,69,169
16/01/2017 01:00,32,220,68,33,10,547,32,102
16/01/2017 02:00,13,161,23,24,15,1070,21,84
16/01/2017 03:00,12,170,27,11,13,598,9,21
16/01/2017 04:00,16,149,70,9,13,279,11,17
16/01/2017 05:00,22,110,82,14,16,237,46,970
16/01/2017 06:00,48,541,319,101,53,1506,112,536
16/01/2017 07:00,85,1188,696,193,88,4422,295,884
16/01/2017 08:00,234,2910,739,495,188,7678,717,2820
16/01/2017 09:00,285,1952,776,517,307,5261,617,1812
16/01/2017 10:00,283,1490,1562,651,330,4004,450,1252
16/01/2017 11:00,310,2232,2924,791,492,3819,496,1035
16/01/2017 12:00,545,3133,4410,1102,677,4791,698,1658
16/01/2017 13:00,626,3869,5111,1426,926,5858,651,2087
16/01/2017 14:00,491,2973,4348,1362,746,4925,553,1491
16/01/2017 15:00,453,2916,4345,1376,622,4904,642,1404
16/01/2017 16:00,518,3081,4024,1250,674,5973,848,1566
16/01/2017 17:00,506,3677,4035,1326,699,6649,1169,1844
16/01/2017 18:00,531,2924,3250,1162,579,6605,846,2200
16/01/2017 19:00,382,1709,1751,747,282,3946,521,1107
16/01/2017 20:00,247,1025,903,481,147,1556,290,981
16/01/2017 21:00,178,884,537,295,102,2755,268,680
16/01/2017 22:00,96,688,314,318,90,2792,248,781
16/01/2017 23:00,77,606,173,181,47,1981,123,264
17/01/2017 00:00,32,421,82,166,32,1168,85,426
17/01/2017 01:00,19,307,79,140,9,758,33,245
17/01/2017 02:00,16,510,29,45,8,786,40,150
17/01/2017 03:00,14,387,40,125,10,1251,18,78
17/01/2017 04:00,13,179,62,12,16,496,13,49
17/01/2017 05:00,23,147,84,20,22,698,36,61
17/01/2017 06:00,39,508,331,64,59,1638,114,528
17/01/2017 07:00,95,1399,699,239,93,3933,285,1542
17/01/2017 08:00,241,3036,1759,521,220,6666,736,4084
17/01/2017 09:00,280,2136,1991,549,298,4600,565,2952
17/01/2017 10:00,286,1561,2527,637,291,4412,411,1226
17/01/2017 11:00,327,2334,3139,875,463,4576,432,1040
17/01/2017 12:00,577,3112,4158,1217,616,4707,620,1327
17/01/2017 13:00,666,3899,4825,1420,912,5349,686,1602
17/01/2017 14:00,511,2976,4851,1347,686,5491,530,2038
17/01/2017 15:00,469,2825,4129,1295,617,5118,566,2031
17/01/2017 16:00,520,3087,4252,1346,632,5545,849,1359
17/01/2017 17:00,612,3850,4077,1378,638,6317,1153,2320
17/01/2017 18:00,492,3207,3201,1118,641,6645,881,2131
17/01/2017 19:00,401,1836,1666,711,398,4922,582,1283
17/01/2017 20:00,305,1112,885,444,203,3715,425,996
17/01/2017 21:00,195,932,621,287,142,3257,271,603
17/01/2017 22:00,142,706,346,203,82,2697,222,705
17/01/2017 23:00,184,608,211,136,64,1642,161,465
18/01/2017 00:00,67,327,112,54,41,1099,76,498
18/01/2017 01:00,19,242,57,19,12,2796,26,141
18/01/2017 02:00,18,230,32,17,8,527,20,327
18/01/2017 03:00,23,373,35,17,16,660,12,61
18/01/2017 04:00,16,102,40,15,12,660,20,125
18/01/2017 05:00,19,111,117,22,14,446,30,70
18/01/2017 06:00,41,560,360,87,64,1307,114,372
18/01/2017 07:00,113,1075,795,202,122,3945,293,1412
18/01/2017 08:00,252,2605,2072,556,305,6558,743,3714
18/01/2017 09:00,301,2182,2033,558,361,4870,601,2550
18/01/2017 10:00,269,1680,1957,661,348,4482,428,1419
18/01/2017 11:00,345,2262,3436,867,491,4390,444,1158
18/01/2017 12:00,99,3323,4274,1231,652,4708,690,1298
18/01/2017 13:00,585,4076,5266,1492,962,5250,681,1298
18/01/2017 14:00,476,3194,4774,1352,677,4617,675,1612
18/01/2017 15:00,461,2982,4594,1366,686,4544,675,2523
18/01/2017 16:00,535,3227,4816,1299,750,5501,932,2992
18/01/2017 17:00,566,4171,4531,1497,788,6684,1304,1828
18/01/2017 18:00,617,3507,3372,1286,707,6541,1060,2339
18/01/2017 19:00,401,2002,1873,840,425,4778,686,1027
18/01/2017 20:00,304,1251,1073,488,218,3852,436,1398
18/01/2017 21:00,212,995,631,364,160,3185,303,918
18/01/2017 22:00,129,759,400,263,105,2673,232,921
18/01/2017 23:00,103,669,197,212,59,1920,191,696
19/01/2017 00:00,60,405,103,146,36,1332,85,451
19/01/2017 01:00,38,350,94,37,19,736,32,363
19/01/2017 02:00,27,269,55,16,12,499,17,228
19/01/2017 03:00,72,316,68,10,12,548,14,96
19/01/2017 04:00,22,158,65,3,21,379,9,62
19/01/2017 05:00,21,107,105,20,24,407,26,211
19/01/2017 06:00,46,546,285,85,56,1439,132,424
19/01/2017 07:00,104,1590,794,198,130,3502,341,1243
19/01/2017 08:00,237,2924,1610,509,268,6680,771,3314
19/01/2017 09:00,303,1801,1439,596,341,5662,589,2028
19/01/2017 10:00,315,1740,2266,654,357,4228,417,1280
19/01/2017 11:00,335,2299,3491,893,458,4053,419,1330
19/01/2017 12:00,594,3104,4477,1232,719,4663,711,1430
19/01/2017 13:00,617,4016,5711,1451,973,5832,783,1906
19/01/2017 14:00,461,3225,4446,1382,765,5477,578,1623
19/01/2017 15:00,424,3053,4090,1306,717,4977,714,1415
19/01/2017 16:00,580,3441,4926,1403,708,6217,1006,2107
19/01/2017 17:00,575,4290,5124,1695,828,6546,1137,2457
19/01/2017 18:00,522,3939,4195,1445,751,6209,1011,1869
19/01/2017 19:00,456,2632,2768,1027,577,4663,630,1602
19/01/2017 20:00,326,1675,1719,773,333,4247,502,1067
19/01/2017 21:00,227,1176,837,521,204,4374,336,1119
19/01/2017 22:00,153,949,427,291,128,3753,233,756
19/01/2017 23:00,137,800,247,243,96,2246,198,719
20/01/2017 00:00,83,482,101,149,34,1430,120,571
20/01/2017 01:00,39,348,85,57,21,944,67,182
20/01/2017 02:00,18,369,46,37,10,692,55,256
20/01/2017 03:00,14,504,49,43,15,521,62,441
20/01/2017 04:00,16,246,72,29,13,711,7,95
20/01/2017 05:00,18,169,86,16,27,649,27,214
20/01/2017 06:00,48,521,301,75,61,1751,122,847
20/01/2017 07:00,114,1402,675,199,116,4150,288,1667
20/01/2017 08:00,321,2767,1874,505,267,6775,664,3709
20/01/2017 09:00,256,1971,1515,535,350,5399,517,2057
20/01/2017 10:00,284,1745,2284,709,341,4123,489,2244
